audit,objective,p95_linf,p95_l2,max_linf,max_l2,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,param_m,param_u,param_v,param_q_ss,param_q_bb,param_q_sb,param_p_sys,param_p_spec,param_zeta_sys,param_zeta_spec
family,14.699508688808152,11.479406826303675,11.598323644898652,11.796153251523611,11.944375892677854,0.999992256693966,0.6127822918357891,0.607330916126706,0.9999963978480134,11.479406826303675,0.9999924050486256,0.8854907589845025,0.8572119929245827,0.999996418462186,11.796153251523611,-0.1,-0.25,-0.125,,,,,,,
family,14.700539139182606,11.479406826303675,11.59837790931489,11.796153251523611,11.959137882295996,0.999991859686176,0.6134376539524082,0.6077067802339627,0.999996019006382,11.479406826303675,0.9999920156471418,0.9821619374044994,0.9524332880045264,0.999996041788566,11.796153251523611,-0.05,-0.25,-0.125,,,,,,,
family,14.701622401458025,11.479406826303675,11.598435006953588,11.796153251523611,11.976294888746217,0.9999914423233616,0.6141266172032698,0.6081019153060871,0.9999956003216284,11.479406826303675,0.9999916062806168,1.0837895531300523,1.0525366832815646,0.9999956254998356,11.796153251523611,0.0,-0.25,-0.125,,,,,,,
family,14.77613380123188,11.479406826303675,11.602480051718723,11.796153251523611,11.996134199833973,0.9999910035618976,0.6516559407564975,0.645084893006394,0.9999951376034149,11.479406826303675,0.9999911759254214,1.1906277281359352,1.157772489385418,0.9999951654296372,11.796153251523611,0.05,-0.25,-0.125,,,,,,,
family,14.945160345606554,11.479406826303675,11.612536919636955,11.796153251523611,12.0189730294573,0.9999905423046528,0.7363381516750565,0.729430199102466,0.999994626220702,11.479406826303675,0.9999907235054432,1.3029436135091834,1.2684038506462314,0.9999946569734336,11.796153251523611,0.1,-0.25,-0.125,,,,,,,
family,14.70565855013039,11.479901276035545,11.599111169324097,11.79628027109156,11.944851750255193,0.9999922778067636,0.6156142533656481,0.6101543121454444,0.9999964307769909,11.479901276035545,0.9999924317247184,0.8879070292478197,0.8595920237142922,0.9999964490451752,11.79628027109156,-0.1,-0.25,0.0,,,,,,,
family,14.706978961432409,11.479901276035545,11.599181017650888,11.79628027109156,11.959671575673958,0.99999188188145,0.616414813254798,0.6106749348620856,0.99999605539853,11.479901276035545,0.9999920436909472,0.9847020924933578,0.9549353455822334,0.9999960755879962,11.79628027109156,-0.05,-0.25,0.0,,,,,,,
family,14.708367051436714,11.479901276035545,11.59925452975091,11.79628027109156,11.976893399031288,0.9999914656566116,0.6172564187271791,0.6112222504762075,0.999995640541172,11.479901276035545,0.9999916357622588,1.0864599447552816,1.0551670240944766,0.9999956628539828,11.79628027109156,0.0,-0.25,0.0,,,,,,,
family,14.7826601021098,11.479901276035545,11.603307098281373,11.796280271091565,11.996805240251412,0.999991028091469,0.6546760422661406,0.648096573663762,0.9999951820528848,11.479901276035545,0.9999912069186196,1.1934350336675434,1.1605376906556506,0.9999952067123544,11.796280271091565,0.05,-0.25,0.0,,,,,,,
family,14.951995908501726,11.479901276035545,11.61342674417179,11.79628027109156,12.01972511067745,0.999990568091882,0.7395130971002658,0.7325962919290716,0.9999946753449634,11.479901276035545,0.9999907560876968,1.3058948526732594,1.2713108268172886,0.999994702597892,11.79628027109156,0.1,-0.25,0.0,,,,,,,
family,14.711779365123988,11.480395725767409,11.599898498209765,11.796407290659513,11.94532900403965,0.999992298858218,0.6184316923097316,0.6129631847847421,0.9999964634038904,11.480395725767409,0.9999924583071158,0.8903263959792358,0.8619751045309179,0.9999964793670142,11.796407290659513,-0.1,-0.25,0.125,,,,,,,
family,14.71338824810017,11.480395725767409,11.599983992131358,11.796407290659513,11.960206834847599,0.9999919040122354,0.6193767053825168,0.6136278214811808,0.9999960914568304,11.480395725767409,0.999992071636253,0.987245502809629,0.9574406095650798,0.9999961090988108,11.796407290659513,-0.05,-0.25,0.125,,,,,,,
family,14.715079600222602,11.480395725767409,11.600073991080649,11.796407290659513,11.977493662601404,0.9999914889220664,0.6203701703116336,0.6143265348297375,0.9999956803917572,11.480395725767409,0.9999916651403512,1.089133758507002,1.0578007357084345,0.9999956998891606,11.796407290659513,0.0,-0.25,0.125,,,,,,,
family,14.789197793274012,11.480395725767409,11.604136316952353,11.796407290659513,11.997478240962893,0.9999910525497696,0.6577018445541442,0.6511139443080991,0.9999952260945923,11.480395725767409,0.999991237802959,1.1962459367818203,1.1633064355515947,0.9999952476425558,11.796407290659513,0.05,-0.25,0.125,,,,,,,
family,14.95884344565368,11.480395725767409,11.614319014715605,11.796407290659513,12.020479380437823,0.9999905938041864,0.7426940355889923,0.7357683664745166,0.999994724018578,11.480395725767409,0.99999078855551,1.3088498738720116,1.2742215282996332,0.9999947478327604,11.796407290659513,0.1,-0.25,0.125,,,,,,,
family,14.71787133054884,11.480890175499272,11.600685620955073,11.796534310227464,11.945807658150187,0.9999923198485174,0.621234707079832,0.6157576323897256,0.9999964957314926,11.480890175499272,0.9999924847961464,0.8927488631468965,0.8643612392830902,0.9999965094299328,11.796534310227464,-0.1,-0.25,0.25,,,,,,,
family,14.719767206034035,11.480890175499272,11.600786820476236,11.796534310227464,11.960743664373386,0.9999919260787306,0.6223234337930388,0.6165655434786372,0.9999961271843564,11.480890175499272,0.9999920994834054,0.989792172524911,0.9599490840620972,0.9999961423234744,11.796534310227464,-0.05,-0.25,0.25,,,,,,,
family,14.721760265269324,11.480890175499272,11.600893376777037,11.796534310227464,11.978095684490597,0.999991512119935,0.6234679807184853,0.6174148770548517,0.9999957198767796,11.480890175499272,0.9999916944152576,1.0918109987706943,1.0604378224431454,0.9999957366080924,11.796534310227464,0.0,-0.25,0.25,,,,,,,
family,14.7957468967431,11.480890175499272,11.604967717411009,11.796534310227464,11.99815320752266,0.9999910769370182,0.6607333586347244,0.6541370159397923,0.9999952697322912,11.480890175499272,0.9999912685788218,1.1990604420890936,1.166078728614433,0.9999952882232516,11.796534310227464,0.05,-0.25,0.25,,,,,,,
family,14.965702980210116,11.480890175499272,11.615213742008882,11.796534310227464,12.021235844857948,0.999990619441796,0.7458809787201635,0.7389464343031902,0.9999947722456934,11.480890175499272,0.9999908209092851,1.3118086819521455,1.277135959867279,0.999994792681365,11.796534310227464,0.1,-0.25,0.25,,,,,,,
log_coordinate,49.778396682879595,46.61423695371485,46.64294931884206,46.7432380671967,46.77685400401599,1.0,0.5816079064834826,0.5825518226812695,1.0,46.61423695371485,1.0,0.7543851653097733,0.7580689472342057,1.0,46.7432380671967,,,,,,,-0.25,-0.5,,
log_coordinate,49.77840518042476,46.614497077535766,46.6432061427293,46.74344539585224,46.77706108052104,1.0,0.5814820534029191,0.5824260494860737,1.0,46.614497077535766,1.0,0.7543819507521374,0.7580657808891679,1.0,46.74344539585224,,,,,,,-0.25,-0.25,,
log_coordinate,49.77841327552943,46.614754732943034,46.64346052620819,46.743650678371985,46.77726611218575,1.0,0.5813572335907795,0.5823013089956202,1.0,46.614754732943034,1.0,0.7543787306596837,0.7580626090923247,1.0,46.743650678371985,,,,,,,-0.25,0.0,,
log_coordinate,49.778420974130434,46.615009944536034,46.64371249361266,46.743853935409376,46.777469119648345,1.0,0.5812334377131428,0.5821775918812556,1.0,46.615009944536034,1.0,0.754375505021635,0.7580594318330603,1.0,46.743853935409376,,,,,,,-0.25,0.25,,
log_coordinate,49.77842828207942,46.615262736659666,46.6439620690248,46.744055187405074,46.777670123334396,1.0,0.5811106565207794,0.5820548888989697,1.0,46.615262736659666,1.0,0.7543722738271902,0.7580562491007359,1.0,46.744055187405074,,,,,,,-0.25,0.5,,
log_coordinate,51.78617689972961,48.24323673142552,48.2762904801611,48.28890350508367,48.329362338485,1.0,0.771372499307122,0.7715676689969732,1.0,48.24323673142552,1.0,0.9768273159540288,0.9771748646464228,1.0,48.28890350508367,,,,,,,-0.5,-0.5,,
log_coordinate,51.78612736281289,48.24333917342216,48.276390423472684,48.28911083373921,48.329569481406644,1.0,0.771296488091461,0.7714917012992711,1.0,48.24333917342216,1.0,0.9768270126745932,0.9771745659156348,1.0,48.28911083373921,,,,,,,-0.5,-0.25,,
log_coordinate,51.78607812459149,48.24344065980106,48.2764894321107,48.28931611625895,48.32977457988603,1.0,0.7712211042075392,0.7714163605828837,1.0,48.24344065980106,1.0,0.9768267088729718,0.9771742666704926,1.0,48.28931611625895,,,,,,,-0.5,0.0,,
log_coordinate,51.78602918317496,48.243541199990034,48.276587515309544,48.28951937329634,48.32997765455921,1.0,0.7711463419946482,0.7713416411902801,1.0,48.243541199990034,1.0,0.9768264045481478,0.977173966909995,1.0,48.28951937329634,,,,,,,-0.5,0.25,,
log_coordinate,51.78598053667936,48.24364080332063,48.276684682209186,48.28972062529204,48.33017872584965,1.0,0.7710721958434537,0.7712675375152767,1.0,48.24364080332063,1.0,0.9768260996991022,0.9771736666331382,1.0,48.28972062529204,,,,,,,-0.5,0.5,,
generator_affinity,166.96687531415623,164.2058979038463,164.21286932451318,164.71120701089626,164.71834905225128,1.0,0.3794709283455166,0.3815064819643942,1.0,164.2058979038463,1.0,0.4155943262323099,0.4243593630033027,1.0,164.71120701089626,,,,-0.0625,-0.125,-0.125,,,,
generator_affinity,166.96683349092362,164.2060261185571,164.2129971398398,164.71130914407334,164.7184511615969,1.0,0.3793858799824183,0.3814214923840858,1.0,164.2060261185571,1.0,0.415590492146868,0.4243555864222647,1.0,164.71130914407334,,,,-0.0625,-0.0625,-0.125,,,,
generator_affinity,166.9667916394812,164.20615433326788,164.21312495518976,164.71141127725042,164.71855327094264,1.0,0.3793008175104309,0.3813364887028761,1.0,164.20615433326788,1.0,0.4155866580362719,0.4243518098164496,1.0,164.71141127725042,,,,-0.0625,0.0,-0.125,,,,
generator_affinity,166.9667497598242,164.20628254797862,164.21325277056303,164.71151341042747,164.71865538028842,1.0,0.3792157409271944,0.3812514709184063,1.0,164.20628254797862,1.0,0.4155828239005216,0.4243480331858577,1.0,164.71151341042747,,,,-0.0625,0.0625,-0.125,,,,
generator_affinity,166.96670785194806,164.2064107626894,164.21338058595973,164.71161554360455,164.7187574896343,1.0,0.3791306502303485,0.3811664390283175,1.0,164.2064107626894,1.0,0.4155789897396168,0.4243442565304886,1.0,164.71161554360455,,,,-0.0625,0.125,-0.125,,,,
generator_affinity,167.03822148832265,164.26781981784103,164.27481057403028,164.79370751924216,164.80085155580545,1.0,0.3841859689089926,0.3862157015726252,1.0,164.26781981784103,1.0,0.4166941995352957,0.4254427401797502,1.0,164.79370751924216,,,,-0.0625,-0.125,-0.0625,,,,
generator_affinity,167.03818117196104,164.26794803255183,164.27493838814763,164.79380965241924,164.80095366514797,1.0,0.3841016742032205,0.3861314652060063,1.0,164.26794803255183,1.0,0.4166903726657458,0.4254389707063787,1.0,164.79380965241924,,,,-0.0625,-0.0625,-0.0625,,,,
generator_affinity,167.0381408276413,164.26807624726257,164.27506620228644,164.7939117855963,164.80105577449055,1.0,0.3840173655144461,0.3860472148643019,1.0,164.26807624726257,1.0,0.416686545771089,0.4254352012082769,1.0,164.7939117855963,,,,-0.0625,0.0,-0.0625,,,,
generator_affinity,167.03810045535886,164.26820446197334,164.27519401644685,164.79401391877337,164.80115788383324,1.0,0.3839330428403303,0.3859629505451743,1.0,164.26820446197334,1.0,0.4166827188513253,0.4254314316854448,1.0,164.79401391877337,,,,-0.0625,0.0625,-0.0625,,,,
generator_affinity,167.0380600551089,164.26833267668408,164.27532183062885,164.79411605195045,164.801259993176,1.0,0.3838487061785337,0.3858786722462855,1.0,164.26833267668408,1.0,0.4166788919064546,0.4254276621378821,1.0,164.79411605195045,,,,-0.0625,0.125,-0.0625,,,,
generator_affinity,167.10948662613342,164.32974173183575,164.33675188694127,164.87620802758804,164.88335406129866,1.0,0.3888604769367695,0.3908844173609025,1.0,164.32974173183575,1.0,0.4177920028356502,0.4265240783998927,1.0,164.87620802758804,,,,-0.0625,-0.125,0.0,,,,
generator_affinity,167.10944780321415,164.32986994654652,164.33687969994588,164.87631016076512,164.88345617063828,1.0,0.3887769291720844,0.3908009274955406,1.0,164.32986994654652,1.0,0.4177881831684116,0.4265203160208108,1.0,164.87631016076512,,,,-0.0625,-0.0625,0.0,,,,
generator_affinity,167.10940895258622,164.3299981612573,164.33700751297027,164.87641229394217,164.88355827997793,1.0,0.3886933675491599,0.3907174237797862,1.0,164.3299981612573,1.0,0.4177843634761135,0.4265165536170452,1.0,164.87641229394217,,,,-0.0625,0.0,0.0,,,,
generator_affinity,167.10937007424505,164.33012637596804,164.33713532601448,164.87651442711925,164.8836603893177,1.0,0.3886097920656782,0.3906339062113225,1.0,164.33012637596804,1.0,0.4177805437587557,0.4265127911885957,1.0,164.87651442711925,,,,-0.0625,0.0625,0.0,,,,
generator_affinity,167.10933116818595,164.3302545906788,164.3372631390786,164.8766165602963,164.8837624986575,1.0,0.3885262027193206,0.3905503747878325,1.0,164.3302545906788,1.0,0.417776724016338,0.4265090287354623,1.0,164.8766165602963,,,,-0.0625,0.125,0.0,,,,
generator_affinity,167.18067144505144,164.39166364583045,164.39869325798787,164.9587085359339,164.9658565686664,1.0,0.3934948112665807,0.3955129879544027,1.0,164.39166364583045,1.0,0.4188877400291952,0.4276033815011216,1.0,164.9587085359339,,,,-0.0625,-0.125,0.0625,,,,
generator_affinity,167.18063410226563,164.39179186054122,164.39882106997393,164.958810669111,164.96595867800332,1.0,0.3934120037866664,0.395430237937755,1.0,164.39179186054122,1.0,0.418883927550713,0.4275996262029776,1.0,164.958810669111,,,,-0.0625,-0.0625,0.0625,,,,
generator_affinity,167.18059673201842,164.39192007525196,164.39894888197807,164.95891280228804,164.96606078734027,1.0,0.3933291825721626,0.3953474741942953,1.0,164.39192007525196,1.0,0.4188801150472185,0.4275958708801965,1.0,164.95891280228804,,,,-0.0625,0.0,0.0625,,,,
generator_affinity,167.18055933430526,164.39204828996276,164.39907669400046,164.95901493546512,164.96616289667733,1.0,0.3932463476207719,0.395264696721727,1.0,164.39204828996276,1.0,0.4188763025187114,0.427592115532778,1.0,164.95901493546512,,,,-0.0625,0.0625,0.0625,,,,
generator_affinity,167.18052190912144,164.3921765046735,164.39920450604092,164.95911706864217,164.96626500601445,1.0,0.3931634989301964,0.3951819055177541,1.0,164.3921765046735,1.0,0.4188724899651916,0.4275883601607219,1.0,164.95911706864217,,,,-0.0625,0.125,0.0625,,,,
generator_affinity,167.25177665614714,164.45358555982514,164.46063468204423,165.04120904427978,165.04835907784462,1.0,0.3980893275390149,0.4001017687829722,1.0,164.45358555982514,1.0,0.419981415004421,0.4286806533136067,1.0,165.04120904427978,,,,-0.0625,-0.125,0.125,,,,
generator_affinity,167.25174078030471,164.4537137745359,164.46076249310357,165.04131117745686,165.04846118717904,1.0,0.398007253746944,0.4000197520218516,1.0,164.4537137745359,1.0,0.4199776097011656,0.4286769050830741,1.0,165.04131117745686,,,,-0.0625,-0.0625,0.125,,,,
generator_affinity,167.2517048772459,164.45384198924668,164.4608903041794,165.04141331063394,165.04856329651355,1.0,0.3979251663428299,0.3999377216563958,1.0,164.45384198924668,1.0,0.4199738043729449,0.4286731568279506,1.0,165.04141331063394,,,,-0.0625,0.0,0.125,,,,
generator_affinity,167.2516689469662,164.45397020395745,164.4610181152717,165.041515443811,165.0486654058481,1.0,0.3978430653243955,0.3998556776843298,1.0,164.45397020395745,1.0,0.4199699990197589,0.4286694085482361,1.0,165.041515443811,,,,-0.0625,0.0625,0.125,,,,
generator_affinity,167.25163298946097,164.45409841866822,164.46114592638054,165.04161757698807,165.0487675151828,1.0,0.3977609506893637,0.3997736201033772,1.0,164.45409841866822,1.0,0.4199661936416073,0.4286656602439305,1.0,165.04161757698807,,,,-0.0625,0.125,0.125,,,,
generator_affinity,331.77789896361764,328.5358960651038,328.54011366896304,329.5876193048388,329.59198427521284,1.0,0.6204037464638109,0.6215991520499979,1.0,328.5358960651038,1.0,0.6597498786591767,0.6648530201219554,1.0,329.5876193048388,,,,-0.125,-0.125,-0.125,,,,
generator_affinity,331.77792205171306,328.5360242798146,328.54024168332774,329.58772143801593,329.5920863981336,1.0,0.6203511651843145,0.6215466067141083,1.0,328.5360242798146,1.0,0.6597476463946805,0.6648508213374225,1.0,329.58772143801593,,,,-0.125,-0.0625,-0.125,,,,
generator_affinity,331.7779451223588,328.53615249452537,328.5403696976764,329.587823571193,329.59218852105425,1.0,0.6202985751775334,0.6214940526558723,1.0,328.53615249452537,1.0,0.6597454141155394,0.664848622538464,1.0,329.587823571193,,,,-0.125,0.0,-0.125,,,,
generator_affinity,331.777968175552,328.53628070923617,328.5404977120091,329.58792570437004,329.59229064397493,1.0,0.6202459764420076,0.6214414898738305,1.0,328.53628070923617,1.0,0.659743181821753,0.66484642372508,1.0,329.58792570437004,,,,-0.125,0.0625,-0.125,,,,
generator_affinity,331.7779912112897,328.5364089239469,328.54062572632574,329.5880278375471,329.59239276689556,1.0,0.6201933689762767,0.6213889183665238,1.0,328.5364089239469,1.0,0.6597409495133213,0.6648442248972704,1.0,329.5880278375471,,,,-0.125,0.125,-0.125,,,,
generator_affinity,331.84563465240717,328.5978179790986,328.6020458009357,329.67011981318467,329.67448624601184,1.0,0.6233123742365514,0.6245042990720312,1.0,328.5978179790986,1.0,0.6603902420943704,0.6654837792543367,1.0,329.67011981318467,,,,-0.125,-0.125,-0.0625,,,,
generator_affinity,331.8456586725177,328.5979461938093,328.6021738161736,329.6702219463618,329.674588368943,1.0,0.6232602591014585,0.6244522196069076,1.0,328.5979461938093,1.0,0.6603880140310795,0.6654815846079982,1.0,329.6702219463618,,,,-0.125,-0.0625,-0.0625,,,,
generator_affinity,331.8456826753343,328.59807440852006,328.6023018313953,329.67032407953883,329.67469049187395,1.0,0.6232081353169512,0.6244001314972639,1.0,328.59807440852006,1.0,0.660385785953171,0.6654793899472615,1.0,329.67032407953883,,,,-0.125,0.0,-0.0625,,,,
generator_affinity,331.8457066608541,328.59820262323086,328.60242984660096,329.6704262127159,329.67479261480497,1.0,0.6231560028815828,0.6243480347416546,1.0,328.59820262323086,1.0,0.660383557860645,0.6654771952721263,1.0,329.6704262127159,,,,-0.125,0.0625,-0.0625,,,,
generator_affinity,331.8457306290741,328.5983308379416,328.6025578617904,329.67052834589293,329.67489473773594,1.0,0.623103861793906,0.624295929338633,1.0,328.5983308379416,1.0,0.6603813297535011,0.6654750005825928,1.0,329.67052834589293,,,,-0.125,0.125,-0.0625,,,,
normal_coordinate,331.9132703046154,328.6594834636717,328.66372185264817,329.7524160551764,329.75678396783235,1.0,0.6262992250522958,0.6274876158914241,1.0,328.6594834636717,1.0,0.6610338480378799,0.6661177322632252,1.0,329.7524160551764,,,,,,,,,-0.125,-0.25
generator_affinity,331.9133202436613,328.6597398930933,328.66397788493583,329.75262032153057,329.75698821371526,1.0,0.6261959444730409,0.6273844060949892,1.0,328.6597398930933,1.0,0.6610294003416641,0.6661133512744742,1.0,329.75262032153057,,,,-0.125,-0.125,0.0,,,,
normal_coordinate,331.9133202436613,328.6597398930933,328.66397788493583,329.75262032153057,329.75698821371526,1.0,0.6261959444730409,0.6273844060949892,1.0,328.6597398930933,1.0,0.6610294003416641,0.6661133512744742,1.0,329.75262032153057,,,,,,,,,-0.125,-0.125
generator_affinity,331.9133451874805,328.659868107804,328.6641059010552,329.7527224547077,329.75709033665674,1.0,0.6261442913279228,0.6273327883485563,1.0,328.659868107804,1.0,0.6610271764716715,0.6661111607585422,1.0,329.7527224547077,,,,-0.125,-0.0625,0.0,,,,
generator_affinity,331.91337011416005,328.65999632251476,328.66423391715824,329.75282458788473,329.7571924595981,1.0,0.6260926296105661,0.6272811620347358,1.0,328.65999632251476,1.0,0.6610249525870888,0.666108970228239,1.0,329.75282458788473,,,,-0.125,0.0,0.0,,,,
normal_coordinate,331.91337011416005,328.65999632251476,328.66423391715824,329.75282458788473,329.7571924595981,1.0,0.6260926296105661,0.6272811620347358,1.0,328.65999632251476,1.0,0.6610249525870888,0.666108970228239,1.0,329.75282458788473,,,,,,,,,-0.125,0.0
generator_affinity,331.9133950236972,328.66012453722556,328.664361933245,329.7529267210618,329.7572945825395,1.0,0.6260409593195365,0.6272295271520946,1.0,328.66012453722556,1.0,0.6610227286879161,0.6661067796835645,1.0,329.7529267210618,,,,-0.125,0.0625,0.0,,,,
generator_affinity,331.9134199160889,328.6602527519363,328.66448994931545,329.75302885423883,329.7573967054808,1.0,0.6259892804534001,0.627177883699199,1.0,328.6602527519363,1.0,0.6610205047741531,0.6661045891245185,1.0,329.75302885423883,,,,-0.125,0.125,0.0,,,,
normal_coordinate,331.91341991608897,328.66025275193635,328.6644899493155,329.7530288542389,329.7573967054809,1.0,0.6259892804534001,0.627177883699199,1.0,328.66025275193635,1.0,0.6610205047741531,0.6661045891245185,1.0,329.7530288542389,,,,,,,,,-0.125,0.125
normal_coordinate,331.9134696494248,328.66050918135784,328.6647459814075,329.753233120593,329.7576009513635,1.0,0.6258858969900678,0.6270745710769102,1.0,328.66050918135784,1.0,0.6610160569028558,0.666100207963312,1.0,329.753233120593,,,,,,,,,-0.125,0.25
generator_affinity,331.98095618113166,328.72166180708797,328.7259099205232,329.8351208298765,329.8394901783207,1.0,0.6290546791145691,0.6302396949291035,1.0,328.72166180708797,1.0,0.6616673556692667,0.6667417384165584,1.0,329.8351208298765,,,,-0.125,-0.125,0.0625,,,,
generator_affinity,331.9809820404271,328.7217900217987,328.72603793753177,329.8352229630536,329.83959230127255,1.0,0.6290034838420646,0.6301885347863327,1.0,328.7217900217987,1.0,0.6616651359846806,0.6667395520232591,1.0,329.8352229630536,,,,-0.125,-0.0625,0.0625,,,,
generator_affinity,331.9810078827359,328.7219182365095,328.72616595452405,329.83532509623063,329.83969442422426,1.0,0.6289522800738082,0.6301373661526182,1.0,328.7219182365095,1.0,0.6616629162855316,0.6667373656156157,1.0,329.83532509623063,,,,-0.125,0.0,0.0625,,,,
generator_affinity,331.9810337080552,328.72204645122025,328.7262939714998,329.8354272294077,329.839796547176,1.0,0.628901067808379,0.6300861890265397,1.0,328.72204645122025,1.0,0.6616606965718201,0.666735179193628,1.0,329.8354272294077,,,,-0.125,0.0625,0.0625,,,,
generator_affinity,331.981059516382,328.722174665931,328.7264219884591,329.83552936258474,329.8398986701277,1.0,0.6288498470443548,0.6300350034066762,1.0,328.722174665931,1.0,0.6616584768435458,0.666732992757296,1.0,329.83552936258474,,,,-0.125,0.125,0.0625,,,,
generator_affinity,332.04854290461554,328.78358372108266,328.7878419072765,329.9176213382224,329.92199213982576,1.0,0.6318887981247913,0.6330703854080929,1.0,328.78358372108266,1.0,0.6623041103411182,0.6673689429105738,1.0,329.9176213382224,,,,-0.125,-0.125,0.125,,,,
generator_affinity,332.0485696712284,328.78371193579346,328.787969925182,329.9177234713994,329.9220942627879,1.0,0.6318380566442755,0.6330196787906714,1.0,328.78371193579346,1.0,0.6623018948340613,0.6673667606321484,1.0,329.9177234713994,,,,-0.125,-0.0625,0.125,,,,
generator_affinity,332.0485964210061,328.7838401505042,328.78809794307085,329.9178256045765,329.92219638575,1.0,0.6317873067438122,0.6329689637580678,1.0,328.7838401505042,1.0,0.6622996793124691,0.6673645783394059,1.0,329.9178256045765,,,,-0.125,0.0,0.125,,,,
generator_affinity,332.0486231539458,328.78396836521495,328.7882259609431,329.91792773775353,329.92229850871206,1.0,0.6317365484219927,0.6329182403088744,1.0,328.78396836521495,1.0,0.6622974637763419,0.667362396032346,1.0,329.91792773775353,,,,-0.125,0.0625,0.125,,,,
generator_affinity,332.0486498700448,328.78409657992574,328.78835397879885,329.9180298709306,329.9224006316742,1.0,0.6316857816774081,0.632867508441683,1.0,328.78409657992574,1.0,0.662295248225679,0.6673602137109689,1.0,329.9180298709306,,,,-0.125,0.125,0.125,,,,
family,698.078670161816,383.9951877446945,491.71035659068707,385.44731542821586,494.47973254040403,307.0712896360108,0.2848995462431711,0.9883314963127648,383.9951877446945,5.738961738554731,309.6713558395808,0.371973576602937,3.049732797929856,385.44731542821586,5.897886096409866,-0.1,0.125,0.25,,,,,,,
family,702.4897311825947,387.5453706215076,495.0147690119523,388.7756354517713,497.76142831789247,307.91913306821357,0.291617198330848,0.9941541062561036,387.5453706215076,5.739456188286596,310.7663870900527,0.3727773670163011,3.0449849677457346,388.7756354517713,5.898013115977816,-0.1,0.125,0.125,,,,,,,
family,706.9362169292245,391.1284085831784,498.35133104988444,392.1326209977329,501.07096781109135,308.7694626422053,0.2983771905908128,1.0000178752314095,391.1284085831784,5.739950638018461,311.86527802509784,0.3735801286846878,3.0402427122634457,392.1326209977329,5.898140135545768,-0.1,0.125,0.0,,,,,,,
family,711.4184407448148,394.7446067536777,501.72036266477954,395.5185189510664,504.408602540128,309.62228606106254,0.3051797993554346,1.0059230429687696,394.7446067536777,5.740445087750326,312.96804224904497,0.3743818629247545,3.035506024926792,395.5185189510664,5.89826715511372,-0.1,0.125,-0.125,,,,,,,
family,715.9367188439826,398.3942731003097,505.1221866353926,398.9335783230612,507.7745861788878,310.4776110527762,0.3120253027480829,1.0118698506664194,398.3942731003097,5.74093953748219,314.0746934141743,0.3751825710514724,3.0307748991873,398.9335783230612,5.898394174681671,-0.1,0.125,-0.25,,,,,,,
family,754.5114339989393,424.4854850945103,533.3525102176897,426.0903343796707,536.2963031215128,322.86644241762474,0.3302693161617048,1.0902754320877008,424.4854850945103,5.738961738554731,325.59981686610206,0.3397739733222565,3.2573670385096634,426.0903343796707,5.897886096409866,-0.05,0.125,0.25,,,,,,,
family,759.3399838275163,428.4090439638144,537.0173652397185,429.76869687575305,539.919275294063,323.7577557121518,0.3373313896369895,1.0963965736266044,428.4090439638144,5.739456188286596,326.7509915693516,0.3406189749513703,3.2523757818665935,429.76869687575305,5.898013115977816,-0.05,0.125,0.125,,,,,,,
family,764.2053142204276,432.3689133174139,540.7179227729819,433.4787396735501,543.5731433198897,324.65168261568306,0.342206664845872,1.1025609844661703,432.3689133174139,5.739950638018461,327.90622384743426,0.3451817438668643,3.2473903857464332,433.4787396735501,5.898140135545768,-0.05,0.125,0.0,,,,,,,
family,769.107502241431,436.3654303694482,544.4545348528976,437.22073562314614,547.2581853332023,325.54823122624015,0.34462664136459,1.1087689166277088,436.3654303694482,5.740445087750326,329.06552800218736,0.3539102663262266,3.242410843256839,437.22073562314614,5.89826715511372,-0.05,0.125,-0.125,,,,,,,
family,774.0493623879316,440.39893547642527,548.2275583679849,440.99495992457656,550.974678926599,326.4474096680368,0.3470570823114878,1.115020623675955,440.39893547642527,5.74093953748219,330.2289183858587,0.3626954258197075,3.2374371475135915,440.99495992457656,5.898394174681671,-0.05,0.125,-0.25,,,,,,,
family,816.013490235106,469.2341841897623,579.1857033335932,471.0078169476161,582.3190265820579,339.4714299997788,0.3714681617914809,1.1974461452187044,469.2341841897623,5.738961738554731,342.3449475530358,0.3959756896382362,3.4756469142492,471.0078169476161,5.897886096409866,0.0,0.125,0.25,,,,,,,
family,821.3021926372979,473.5703873474749,583.2506786956621,475.0730362044264,586.3203229903612,340.40844190413077,0.3800260730103757,1.2038811243953806,473.5703873474749,5.739456188286596,343.5551442454413,0.40503380034728,3.470399750405747,475.0730362044264,5.898013115977816,0.0,0.125,0.125,,,,,,,
family,826.6338708528712,477.9467197964522,587.3552797280867,479.17326760936777,590.3558832554985,341.3482014200861,0.388637406977092,1.210361591337203,477.9467197964522,5.739950638018461,344.76960654899017,0.4141506866999305,3.465158747560637,479.17326760936777,5.898140135545768,0.0,0.125,0.0,,,,,,,
