q_ss,q_bb,q_sb,p95_block11_rel_residual_identifiable,p95_block22_rel_residual,p95_trace_rel_residual,p95_det_rel_residual_identifiable,p95_anisotropy_abs_residual_identifiable,max_block11_rel_residual_identifiable,max_block22_rel_residual,max_trace_rel_residual,max_det_rel_residual_identifiable,max_anisotropy_abs_residual_identifiable,objective
0.125,-0.125,0.125,1.694455216396449e+143,1.6406827298280633,7.143315270402391e+139,3.9387615327537595e+143,328.53640892394736,3.1282163844183694e+143,1.938937255510767,2.4016865778796136e+140,7.117570564813123e+143,329.58802783754777,5.633931080677249e+143
0.125,-0.0625,0.125,1.694530024415958e+143,1.6410301220808017,7.143594730701994e+139,3.939542158504343e+143,328.5362807092366,3.1283712980398996e+143,1.9389565368713906,2.401805512735723e+140,7.119002575456235e+143,329.5879257043707,5.6347865423933714e+143
0.125,0.0,0.125,1.6946048359782355e+143,1.6413775718469026,7.14387420352034e+139,3.940322939122233e+143,328.5361524945258,3.1285262193329675e+143,1.9389758183585117,2.4019244534816515e+140,7.120434874210927e+143,329.58782357119367,5.635642162520821e+143
0.125,0.0625,0.125,1.6946796510834707e+143,1.641725079135985,7.14415368885816e+139,3.941103874638223e+143,328.5360242798151,3.1286811482979523e+143,1.938995099972133,2.4020434001176906e+140,7.121867461135161e+143,329.58772143801656,5.636497941090579e+143
0.125,0.125,0.125,1.6947544697318528e+143,1.64207264395767,7.144433186716187e+139,3.9418849650831115e+143,328.53589606510434,3.128836084935236e+143,1.939014381712255,2.402162352644133e+140,7.123300336286916e+143,329.5876193048395,5.637353878133636e+143
0.125,-0.125,0.0625,1.8436794528825708e+143,1.6602781747611886,7.728113135042459e+139,4.317981906552226e+143,328.59833083794206,3.4244352032674643e+143,1.944478874716185,2.629108429158453e+140,7.853922277358857e+143,329.6705283458936,6.162434170748301e+143
0.125,-0.0625,0.0625,1.8437611450951418e+143,1.6606286679604902,7.728417429664762e+139,4.318838059714242e+143,328.5982026232313,3.4246047860564538e+143,1.9444981924334743,2.6292386262606055e+140,7.855502437357123e+143,329.67042621271656,6.16337204655235e+143
0.125,0.0,0.0625,1.8438428411824092e+143,1.6609792191909039,7.728721737962302e+139,4.319694382796781e+143,328.5980744085205,3.424774377243419e+143,1.9445175102774996,2.629368829810299e+140,7.857082915273692e+143,329.6703240795395,6.164310096152986e+143
0.125,0.0625,0.0625,1.8439245411445786e+143,1.661329828462136,7.729026059935871e+139,4.320550875833642e+143,328.5979461938098,3.424943976828775e+143,1.9445368282482627,2.6294990398078527e+140,7.858663711172524e+143,329.6702219463624,6.165248319584214e+143
0.125,0.125,0.0625,1.8440062449818567e+143,1.661680495783894,7.729330395586263e+139,4.32140753885863e+143,328.59781797909903,3.4251135848129386e+143,1.9445561463457652,2.629629256253587e+140,7.860244825117593e+143,329.67011981318535,6.166186716880045e+143
0.125,-0.125,0.0,2.006410537444589e+143,1.680042193256035,8.363198623003691e+139,4.734596199166529e+143,328.66025275193675,3.7487037405049926e+143,1.950030943121687,2.878065437820381e+140,8.666453613223407e+143,329.7530288542395,6.7418430564734185e+143
0.125,-0.0625,0.0,2.006499754648512e+143,1.6803958152753595,8.363530013132369e+139,4.735535353121379e+143,328.660124537226,3.7488893815224673e+143,1.950050297264195,2.878207963619489e+140,8.668197249440167e+143,329.75292672106247,6.742871460771205e+143
0.125,0.0,0.0,2.006588976090292e+143,1.6807494958482092,8.363861418200682e+139,4.736474693544306e+143,328.65999632251527,3.749075031733143e+143,1.950069651533679,2.878350496476673e+140,8.669941236465626e+143,329.7528245878854,6.743900055776418e+143
0.125,0.0625,0.0,2.0066782017701546e+143,1.6811032349843766,8.364192838209492e+139,4.737414220472409e+143,328.65986810780447,3.7492606911374754e+143,1.9500890059301388,2.878493036392282e+140,8.671685574370358e+143,329.7527224547083,6.744928841526385e+143
0.125,0.125,0.0,2.0067674316883244e+143,1.6814570326936569,8.364524273159653e+139,4.738353933942797e+143,328.65973989309373,3.749446359735919e+143,1.9501083604535778,2.8786355833666654e+140,8.673430263224951e+143,329.75262032153125,6.745957818058437e+143
0.125,-0.125,-0.0625,2.183892836304075e+143,1.6999762885038954,9.05305100279037e+139,5.192353434714574e+143,328.7221746659315,4.1036780957827735e+143,1.9555934804301396,3.1505968230559418e+140,9.563045772259716e+143,329.8355293625854,7.377151576118928e+143
0.125,-0.0625,-0.0625,2.1839902793609163e+143,1.7003330674676176,9.053411958703469e+139,5.193383813869038e+143,328.7220464512207,4.103881315623503e+143,1.9556128710665495,3.1507528449878865e+140,9.564969797206393e+143,329.83542722940837,7.378279434425825e+143
