grid,beta_peak,center_D,sigma_D,D,eta,delta_mu,abs_delta_mu,acceptance_mismatch
D60,0.35,6.35,0.08,6.4406779661016955,0.39,12.11582421227476,12.11582421227476,0.0
D60,0.35,6.35,0.08,6.4406779661016955,0.5800000000000001,12.115878560594986,12.115878560594986,0.0
D60,0.35,6.35,0.08,6.4406779661016955,0.77,12.115932907094255,12.115932907094255,0.0
D60,0.35,6.35,0.08,6.4406779661016955,0.96,12.115987254697217,12.115987254697217,0.0
D60,0.35,6.35,0.08,6.4406779661016955,1.15,12.116041598637544,12.116041598637544,0.0
D60,0.35,6.35,0.08,6.4406779661016955,1.34,12.116095942798644,12.116095942798644,0.0
D60,0.35,6.35,0.08,6.4406779661016955,1.53,12.116150288409102,12.116150288409102,0.0
D60,0.35,6.35,0.08,6.4406779661016955,1.72,12.1162046356514,12.1162046356514,0.0
D60,0.35,6.35,0.08,6.4406779661016955,1.91,12.116258984492518,12.116258984492518,0.0
D60,0.35,6.35,0.08,6.4406779661016955,2.1,12.116313327321365,12.116313327321365,0.0
D60,0.35,6.35,0.08,6.4406779661016955,2.29,12.116367664963072,12.116367664963072,0.0
D60,0.35,6.35,0.08,6.4406779661016955,2.4800000000000004,12.116422004153833,12.116422004153833,0.0
D60,0.35,6.35,0.08,6.4406779661016955,2.6700000000000004,12.11647634493471,12.11647634493471,0.0
D60,0.35,6.35,0.08,6.4406779661016955,2.8600000000000003,12.116530687295125,12.116530687295125,0.0
D60,0.35,6.35,0.08,6.4406779661016955,3.0500000000000003,12.116585031217603,12.116585031217603,0.0
D60,0.35,6.35,0.08,6.4406779661016955,3.24,12.116639376720265,12.116639376720265,0.0
D60,0.35,6.35,0.08,6.4406779661016955,3.43,12.116693723823623,12.116693723823623,0.0
D60,0.35,6.35,0.08,6.4406779661016955,3.62,12.116748072494708,12.116748072494708,0.0
D60,0.35,6.35,0.08,6.4406779661016955,3.81,12.116802422716859,12.116802422716859,0.0
D60,0.35,6.35,0.08,6.4406779661016955,4.0,12.116856774535506,12.116856774535506,0.0
D21,0.35,6.35,0.1,5.6,0.2,-14.058595729477183,14.058595729477183,0.0
D21,0.35,6.35,0.1,5.6,0.39,-14.059295408491984,14.059295408491984,0.0
D21,0.35,6.35,0.1,5.6,0.5800000000000001,-14.05999486746164,14.05999486746164,0.0
D21,0.35,6.35,0.1,5.6,0.77,-14.060694485870371,14.060694485870371,0.0
D21,0.35,6.35,0.1,5.6,0.96,-14.061393928824387,14.061393928824387,0.0
D21,0.35,6.35,0.1,5.6,1.15,-14.062093737797468,14.062093737797468,0.0
D21,0.35,6.35,0.1,5.6,1.34,-14.062793482991225,14.062793482991225,0.0
D21,0.35,6.35,0.1,5.6,1.53,-14.063493008049278,14.063493008049278,0.0
D21,0.35,6.35,0.1,5.6,1.72,-14.06419231291239,14.06419231291239,0.0
D21,0.35,6.35,0.1,5.6,1.91,-14.064891397526445,14.064891397526445,0.0
D21,0.35,6.35,0.1,5.6,2.1,-14.065591099374835,14.065591099374835,0.0
D21,0.35,6.35,0.1,5.6,2.29,-14.066291334906659,14.066291334906659,0.0
D21,0.35,6.35,0.1,5.6,2.4800000000000004,-14.06699135036979,14.06699135036979,0.0
D21,0.35,6.35,0.1,5.6,2.6700000000000004,-14.067691145692478,14.067691145692478,0.0
D21,0.35,6.35,0.1,5.6,2.8600000000000003,-14.068390720821519,14.068390720821519,0.0
D21,0.35,6.35,0.1,5.6,3.0500000000000003,-14.069090075701872,14.069090075701872,0.0
D21,0.35,6.35,0.1,5.6,3.24,-14.069789210266876,14.069789210266876,0.0
D21,0.35,6.35,0.1,5.6,3.43,-14.070488124462727,14.070488124462727,0.0
D21,0.35,6.35,0.1,5.6,3.62,-14.07118681822628,14.07118681822628,0.0
D21,0.35,6.35,0.1,5.6,3.81,-14.07188529150529,14.07188529150529,0.0
D21,0.35,6.35,0.1,5.6,4.0,-14.072583544235911,14.072583544235911,0.0
D21,0.35,6.35,0.1,6.4,0.2,-10.848748910348064,10.848748910348064,0.0
D21,0.35,6.35,0.1,6.4,0.39,-10.848767339668342,10.848767339668342,0.0
D21,0.35,6.35,0.1,6.4,0.5800000000000001,-10.848785767600937,10.848785767600937,0.0
D21,0.35,6.35,0.1,6.4,0.77,-10.84880419645107,10.84880419645107,0.0
D21,0.35,6.35,0.1,6.4,0.96,-10.848822623879151,10.848822623879151,0.0
D21,0.35,6.35,0.1,6.4,1.15,-10.848841053874189,10.848841053874189,0.0
D21,0.35,6.35,0.1,6.4,1.34,-10.848859483468317,10.848859483468317,0.0
D21,0.35,6.35,0.1,6.4,1.53,-10.848877911381074,10.848877911381074,0.0
D21,0.35,6.35,0.1,6.4,1.72,-10.848896337722778,10.848896337722778,0.0
D21,0.35,6.35,0.1,6.4,1.91,-10.848914762410118,10.848914762410118,0.0
D21,0.35,6.35,0.1,6.4,2.1,-10.84893319140469,10.84893319140469,0.0
D21,0.35,6.35,0.1,6.4,2.29,-10.848951623990615,10.848951623990615,0.0
D21,0.35,6.35,0.1,6.4,2.4800000000000004,-10.848970055034663,10.848970055034663,0.0
D21,0.35,6.35,0.1,6.4,2.6700000000000004,-10.848988484440625,10.848988484440625,0.0
D21,0.35,6.35,0.1,6.4,2.8600000000000003,-10.849006912240121,10.849006912240121,0.0
D21,0.35,6.35,0.1,6.4,3.0500000000000003,-10.849025338460983,10.849025338460983,0.0
D21,0.35,6.35,0.1,6.4,3.24,-10.849043763092418,10.849043763092418,0.0
D21,0.35,6.35,0.1,6.4,3.43,-10.849062186077113,10.849062186077113,0.0
D21,0.35,6.35,0.1,6.4,3.62,-10.849080607521529,10.849080607521529,0.0
D21,0.35,6.35,0.1,6.4,3.81,-10.849099027322495,10.849099027322495,0.0
D21,0.35,6.35,0.1,6.4,4.0,-10.849117445531839,10.849117445531839,0.0
D21,0.35,6.35,0.1,7.2,0.2,-0.757034211113131,0.757034211113131,0.0
D21,0.35,6.35,0.1,7.2,0.39,-0.7570342489725497,0.7570342489725497,0.0
D21,0.35,6.35,0.1,7.2,0.5800000000000001,-0.7570342867961308,0.7570342867961308,0.0
D21,0.35,6.35,0.1,7.2,0.77,-0.7570343246077229,0.7570343246077229,0.0
D21,0.35,6.35,0.1,7.2,0.96,-0.7570343624056179,0.7570343624056179,0.0
D21,0.35,6.35,0.1,7.2,1.15,-0.7570344002578278,0.7570344002578278,0.0
D21,0.35,6.35,0.1,7.2,1.34,-0.7570344380964875,0.7570344380964875,0.0
D21,0.35,6.35,0.1,7.2,1.53,-0.7570344758955168,0.7570344758955168,0.0
D21,0.35,6.35,0.1,7.2,1.72,-0.7570345137299479,0.7570345137299479,0.0
D21,0.35,6.35,0.1,7.2,1.91,-0.7570345515438985,0.7570345515438985,0.0
D21,0.35,6.35,0.1,7.2,2.1,-0.7570345893813184,0.7570345893813184,0.0
D21,0.35,6.35,0.1,7.2,2.29,-0.757034627198812,0.757034627198812,0.0
D21,0.35,6.35,0.1,7.2,2.4800000000000004,-0.7570346650277866,0.7570346650277866,0.0
D21,0.35,6.35,0.1,7.2,2.6700000000000004,-0.7570347028510578,0.7570347028510578,0.0
D21,0.35,6.35,0.1,7.2,2.8600000000000003,-0.7570347406832676,0.7570347406832676,0.0
D21,0.35,6.35,0.1,7.2,3.0500000000000003,-0.7570347785019158,0.7570347785019158,0.0
D21,0.35,6.35,0.1,7.2,3.24,-0.7570348163202896,0.7570348163202896,0.0
D21,0.35,6.35,0.1,7.2,3.43,-0.7570348541446239,0.7570348541446239,0.0
D21,0.35,6.35,0.1,7.2,3.62,-0.7570348919685554,0.7570348919685554,0.0
D21,0.35,6.35,0.1,7.2,3.81,-0.7570349297825816,0.7570349297825816,0.0
D21,0.35,6.35,0.1,7.2,4.0,-0.7570349676045898,0.7570349676045898,0.0
D60,0.35,6.35,0.1,5.898305084745763,0.2,-41.81697924903433,41.81697924903433,0.0
D60,0.35,6.35,0.1,5.898305084745763,0.39,-41.81649851424888,41.81649851424888,0.0
D60,0.35,6.35,0.1,5.898305084745763,0.5800000000000001,-41.81601757058446,41.81601757058446,0.0
D60,0.35,6.35,0.1,5.898305084745763,0.77,-41.81553678290756,41.81553678290756,0.0
D60,0.35,6.35,0.1,5.898305084745763,0.96,-41.81505582940006,41.81505582940006,0.0
D60,0.35,6.35,0.1,5.898305084745763,1.15,-41.81457523032064,41.81457523032064,0.0
D60,0.35,6.35,0.1,5.898305084745763,1.34,-41.81409457277462,41.81409457277462,0.0
D60,0.35,6.35,0.1,5.898305084745763,1.53,-41.81361370649595,41.81361370649595,0.0
D60,0.35,6.35,0.1,5.898305084745763,1.72,-41.81313263145068,41.81313263145068,0.0
D60,0.35,6.35,0.1,5.898305084745763,1.91,-41.81265134760812,41.81265134760812,0.0
D60,0.35,6.35,0.1,5.898305084745763,2.1,-41.81217065969852,41.81217065969852,0.0
D60,0.35,6.35,0.1,5.898305084745763,2.29,-41.81169048740395,41.81169048740395,0.0
D60,0.35,6.35,0.1,5.898305084745763,2.4800000000000004,-41.811210106525614,41.811210106525614,0.0
D60,0.35,6.35,0.1,5.898305084745763,2.6700000000000004,-41.81072951702025,41.81072951702025,0.0
D60,0.35,6.35,0.1,5.898305084745763,2.8600000000000003,-41.81024871887798,41.81024871887798,0.0
D60,0.35,6.35,0.1,5.898305084745763,3.0500000000000003,-41.80976771204275,41.80976771204275,0.0
D60,0.35,6.35,0.1,5.898305084745763,3.24,-41.80928649651366,41.80928649651366,0.0
D60,0.35,6.35,0.1,5.898305084745763,3.43,-41.8088050722369,41.8088050722369,0.0
D60,0.35,6.35,0.1,5.898305084745763,3.62,-41.808323439202695,41.808323439202695,0.0
D60,0.35,6.35,0.1,5.898305084745763,3.81,-41.807841597373944,41.807841597373944,0.0
D60,0.35,6.35,0.1,5.898305084745763,4.0,-41.80735954670596,41.80735954670596,0.0
D60,0.35,6.35,0.1,6.169491525423728,0.2,-32.51690609119113,32.51690609119113,0.0
D60,0.35,6.35,0.1,6.169491525423728,0.39,-32.515814387198276,32.515814387198276,0.0
D60,0.35,6.35,0.1,6.169491525423728,0.5800000000000001,-32.51472256727267,32.51472256727267,0.0
D60,0.35,6.35,0.1,6.169491525423728,0.77,-32.5136309139717,32.5136309139717,0.0
D60,0.35,6.35,0.1,6.169491525423728,0.96,-32.51253917809466,32.51253917809466,0.0
D60,0.35,6.35,0.1,6.169491525423728,1.15,-32.51144776279482,32.51144776279482,0.0
D60,0.35,6.35,0.1,6.169491525423728,1.34,-32.5103563480614,32.5103563480614,0.0
D60,0.35,6.35,0.1,6.169491525423728,1.53,-32.5092648173918,32.5092648173918,0.0
D60,0.35,6.35,0.1,6.169491525423728,1.72,-32.508173170868254,32.508173170868254,0.0
D60,0.35,6.35,0.1,6.169491525423728,1.91,-32.50708140843851,32.50708140843851,0.0
D60,0.35,6.35,0.1,6.169491525423728,2.1,-32.505990153620694,32.505990153620694,0.0
D60,0.35,6.35,0.1,6.169491525423728,2.29,-32.5048993442642,32.5048993442642,0.0
D60,0.35,6.35,0.1,6.169491525423728,2.4800000000000004,-32.50380841908276,32.50380841908276,0.0
D60,0.35,6.35,0.1,6.169491525423728,2.6700000000000004,-32.50271737812929,32.50271737812929,0.0
D60,0.35,6.35,0.1,6.169491525423728,2.8600000000000003,-32.50162622136003,32.50162622136003,0.0
D60,0.35,6.35,0.1,6.169491525423728,3.0500000000000003,-32.50053494875647,32.50053494875647,0.0
D60,0.35,6.35,0.1,6.169491525423728,3.24,-32.49944356032017,32.49944356032017,0.0
D60,0.35,6.35,0.1,6.169491525423728,3.43,-32.49835205603183,32.49835205603183,0.0
D60,0.35,6.35,0.1,6.169491525423728,3.62,-32.49726043588415,32.49726043588415,0.0
D60,0.35,6.35,0.1,6.169491525423728,3.81,-32.49616869985441,32.49616869985441,0.0
D60,0.35,6.35,0.1,6.169491525423728,4.0,-32.495076847949925,32.495076847949925,0.0
D60,0.35,6.35,0.1,6.4406779661016955,0.2,9.746427344670082,9.746427344670082,0.0
D60,0.35,6.35,0.1,6.4406779661016955,0.39,9.746475304402985,9.746475304402985,0.0
D60,0.35,6.35,0.1,6.4406779661016955,0.5800000000000001,9.746523265677212,9.746523265677212,0.0
D60,0.35,6.35,0.1,6.4406779661016955,0.77,9.746571225221963,9.746571225221963,0.0
D60,0.35,6.35,0.1,6.4406779661016955,0.96,9.74661918585744,9.74661918585744,0.0
D60,0.35,6.35,0.1,6.4406779661016955,1.15,9.746667142992976,9.746667142992976,0.0
D60,0.35,6.35,0.1,6.4406779661016955,1.34,9.746715100373379,9.746715100373379,0.0
D60,0.35,6.35,0.1,6.4406779661016955,1.53,9.746763059174079,9.746763059174079,0.0
D60,0.35,6.35,0.1,6.4406779661016955,1.72,9.746811019577692,9.746811019577692,0.0
D60,0.35,6.35,0.1,6.4406779661016955,1.91,9.746858981552258,9.746858981552258,0.0
D60,0.35,6.35,0.1,6.4406779661016955,2.1,9.74690693776062,9.74690693776062,0.0
D60,0.35,6.35,0.1,6.4406779661016955,2.29,9.746954888996676,9.746954888996676,0.0
D60,0.35,6.35,0.1,6.4406779661016955,2.4800000000000004,9.747002841754806,9.747002841754806,0.0
D60,0.35,6.35,0.1,6.4406779661016955,2.6700000000000004,9.747050796074198,9.747050796074198,0.0
D60,0.35,6.35,0.1,6.4406779661016955,2.8600000000000003,9.747098751943774,9.747098751943774,0.0
D60,0.35,6.35,0.1,6.4406779661016955,3.0500000000000003,9.747146709347447,9.747146709347447,0.0
D60,0.35,6.35,0.1,6.4406779661016955,3.24,9.747194668301653,9.747194668301653,0.0
D60,0.35,6.35,0.1,6.4406779661016955,3.43,9.747242628828687,9.747242628828687,0.0
D60,0.35,6.35,0.1,6.4406779661016955,3.62,9.74729059089433,9.74729059089433,0.0
D60,0.35,6.35,0.1,6.4406779661016955,3.81,9.747338554482411,9.747338554482411,0.0
D60,0.35,6.35,0.1,6.4406779661016955,4.0,9.747386519637345,9.747386519637345,0.0
D21,0.35,6.35,0.15,5.6,0.2,-14.058608605892744,14.058608605892744,0.0
D21,0.35,6.35,0.15,5.6,0.39,-14.059308285430554,14.059308285430554,0.0
D21,0.35,6.35,0.15,5.6,0.5800000000000001,-14.060007744923055,14.060007744923055,0.0
D21,0.35,6.35,0.15,5.6,0.77,-14.060707363854561,14.060707363854561,0.0
D21,0.35,6.35,0.15,5.6,0.96,-14.061406807331203,14.061406807331203,0.0
D21,0.35,6.35,0.15,5.6,1.15,-14.062106616826696,14.062106616826696,0.0
D21,0.35,6.35,0.15,5.6,1.34,-14.062806362542773,14.062806362542773,0.0
D21,0.35,6.35,0.15,5.6,1.53,-14.063505888123089,14.063505888123089,0.0
D21,0.35,6.35,0.15,5.6,1.72,-14.064205193508407,14.064205193508407,0.0
D21,0.35,6.35,0.15,5.6,1.91,-14.064904278644647,14.064904278644647,0.0
D21,0.35,6.35,0.15,5.6,2.1,-14.065603981014931,14.065603981014931,0.0
D21,0.35,6.35,0.15,5.6,2.29,-14.066304217068286,14.066304217068286,0.0
D21,0.35,6.35,0.15,5.6,2.4800000000000004,-14.067004233052984,14.067004233052984,0.0
D21,0.35,6.35,0.15,5.6,2.6700000000000004,-14.067704028897111,14.067704028897111,0.0
D21,0.35,6.35,0.15,5.6,2.8600000000000003,-14.068403604547534,14.068403604547534,0.0
D21,0.35,6.35,0.15,5.6,3.0500000000000003,-14.069102959949234,14.069102959949234,0.0
D21,0.35,6.35,0.15,5.6,3.24,-14.069802095035527,14.069802095035527,0.0
D21,0.35,6.35,0.15,5.6,3.43,-14.070501009752633,14.070501009752633,0.0
D21,0.35,6.35,0.15,5.6,3.62,-14.071199704037397,14.071199704037397,0.0
D21,0.35,6.35,0.15,5.6,3.81,-14.071898177837568,14.071898177837568,0.0
D21,0.35,6.35,0.15,5.6,4.0,-14.072596431089288,14.072596431089288,0.0
D21,0.35,6.35,0.15,6.4,0.2,-11.572842605032271,11.572842605032271,0.0
D21,0.35,6.35,0.15,6.4,0.39,-11.572863137351042,11.572863137351042,0.0
D21,0.35,6.35,0.15,6.4,0.5800000000000001,-11.572883668307334,11.572883668307334,0.0
D21,0.35,6.35,0.15,6.4,0.77,-11.572904200146205,11.572904200146205,0.0
D21,0.35,6.35,0.15,6.4,0.96,-11.572924730571145,11.572924730571145,0.0
D21,0.35,6.35,0.15,6.4,1.15,-11.572945263514875,11.572945263514875,0.0
D21,0.35,6.35,0.15,6.4,1.34,-11.572965796054277,11.572965796054277,0.0
D21,0.35,6.35,0.15,6.4,1.53,-11.572986326923747,11.572986326923747,0.0
D21,0.35,6.35,0.15,6.4,1.72,-11.573006856234464,11.573006856234464,0.0
D21,0.35,6.35,0.15,6.4,1.91,-11.573027383901753,11.573027383901753,0.0
D21,0.35,6.35,0.15,6.4,2.1,-11.573047915804317,11.573047915804317,0.0
D21,0.35,6.35,0.15,6.4,2.29,-11.573068451230363,11.573068451230363,0.0
D21,0.35,6.35,0.15,6.4,2.4800000000000004,-11.573088985128805,11.573088985128805,0.0
D21,0.35,6.35,0.15,6.4,2.6700000000000004,-11.573109517400688,11.573109517400688,0.0
D21,0.35,6.35,0.15,6.4,2.8600000000000003,-11.573130048076706,11.573130048076706,0.0
D21,0.35,6.35,0.15,6.4,3.0500000000000003,-11.573150577187349,11.573150577187349,0.0
D21,0.35,6.35,0.15,6.4,3.24,-11.573171104721197,11.573171104721197,0.0
D21,0.35,6.35,0.15,6.4,3.43,-11.573191630619462,11.573191630619462,0.0
D21,0.35,6.35,0.15,6.4,3.62,-11.57321215498991,11.57321215498991,0.0
D21,0.35,6.35,0.15,6.4,3.81,-11.573232677728363,11.573232677728363,0.0
D21,0.35,6.35,0.15,6.4,4.0,-11.573253198887748,11.573253198887748,0.0
D21,0.35,6.35,0.15,7.2,0.2,-0.7570338724892705,0.7570338724892705,0.0
D21,0.35,6.35,0.15,7.2,0.39,-0.757033910348774,0.757033910348774,0.0
D21,0.35,6.35,0.15,7.2,0.5800000000000001,-0.7570339481724502,0.7570339481724502,0.0
D21,0.35,6.35,0.15,7.2,0.77,-0.7570339859841284,0.7570339859841284,0.0
D21,0.35,6.35,0.15,7.2,0.96,-0.757034023782118,0.757034023782118,0.0
D21,0.35,6.35,0.15,7.2,1.15,-0.7570340616344127,0.7570340616344127,0.0
D21,0.35,6.35,0.15,7.2,1.34,-0.757034099473159,0.757034099473159,0.0
D21,0.35,6.35,0.15,7.2,1.53,-0.7570341372722837,0.7570341372722837,0.0
D21,0.35,6.35,0.15,7.2,1.72,-0.7570341751068002,0.7570341751068002,0.0
D21,0.35,6.35,0.15,7.2,1.91,-0.7570342129208467,0.7570342129208467,0.0
D21,0.35,6.35,0.15,7.2,2.1,-0.7570342507583518,0.7570342507583518,0.0
D21,0.35,6.35,0.15,7.2,2.29,-0.7570342885759307,0.7570342885759307,0.0
D21,0.35,6.35,0.15,7.2,2.4800000000000004,-0.7570343264049999,0.7570343264049999,0.0
D21,0.35,6.35,0.15,7.2,2.6700000000000004,-0.7570343642283572,0.7570343642283572,0.0
D21,0.35,6.35,0.15,7.2,2.8600000000000003,-0.7570344020606528,0.7570344020606528,0.0
D21,0.35,6.35,0.15,7.2,3.0500000000000003,-0.7570344398793956,0.7570344398793956,0.0
D21,0.35,6.35,0.15,7.2,3.24,-0.7570344776978555,0.7570344776978555,0.0
D21,0.35,6.35,0.15,7.2,3.43,-0.7570345155222857,0.7570345155222857,0.0
D21,0.35,6.35,0.15,7.2,3.62,-0.7570345533463025,0.7570345533463025,0.0
D21,0.35,6.35,0.15,7.2,3.81,-0.7570345911604135,0.7570345911604135,0.0
D21,0.35,6.35,0.15,7.2,4.0,-0.7570346289825167,0.7570346289825167,0.0
D60,0.35,6.35,0.15,5.898305084745763,0.2,-41.81751054607669,41.81751054607669,0.0
D60,0.35,6.35,0.15,5.898305084745763,0.39,-41.81702983382384,41.81702983382384,0.0
D60,0.35,6.35,0.15,5.898305084745763,0.5800000000000001,-41.81654891269404,41.81654891269404,0.0
D60,0.35,6.35,0.15,5.898305084745763,0.77,-41.81606814754963,41.81606814754963,0.0
D60,0.35,6.35,0.15,5.898305084745763,0.96,-41.815587216576354,41.815587216576354,0.0
D60,0.35,6.35,0.15,5.898305084745763,1.15,-41.81510664002694,41.81510664002694,0.0
D60,0.35,6.35,0.15,5.898305084745763,1.34,-41.8146260050112,41.8146260050112,0.0
D60,0.35,6.35,0.15,5.898305084745763,1.53,-41.814145161264946,41.814145161264946,0.0
D60,0.35,6.35,0.15,5.898305084745763,1.72,-41.813664108754054,41.813664108754054,0.0
D60,0.35,6.35,0.15,5.898305084745763,1.91,-41.8131828474477,41.8131828474477,0.0
D60,0.35,6.35,0.15,5.898305084745763,2.1,-41.812702182067646,41.812702182067646,0.0
D60,0.35,6.35,0.15,5.898305084745763,2.29,-41.81222203229674,41.81222203229674,0.0
D60,0.35,6.35,0.15,5.898305084745763,2.4800000000000004,-41.81174167394396,41.81174167394396,0.0
D60,0.35,6.35,0.15,5.898305084745763,2.6700000000000004,-41.81126110696619,41.81126110696619,0.0
D60,0.35,6.35,0.15,5.898305084745763,2.8600000000000003,-41.81078033135362,41.81078033135362,0.0
D60,0.35,6.35,0.15,5.898305084745763,3.0500000000000003,-41.81029934704998,41.81029934704998,0.0
D60,0.35,6.35,0.15,5.898305084745763,3.24,-41.809818154054334,41.809818154054334,0.0
D60,0.35,6.35,0.15,5.898305084745763,3.43,-41.809336752313165,41.809336752313165,0.0
D60,0.35,6.35,0.15,5.898305084745763,3.62,-41.80885514181649,41.80885514181649,0.0
D60,0.35,6.35,0.15,5.898305084745763,3.81,-41.80837332252722,41.80837332252722,0.0
D60,0.35,6.35,0.15,5.898305084745763,4.0,-41.80789129440072,41.80789129440072,0.0
D60,0.35,6.35,0.15,6.169491525423728,0.2,-33.90048895444152,33.90048895444152,0.0
D60,0.35,6.35,0.15,6.169491525423728,0.39,-33.899438916939204,33.899438916939204,0.0
D60,0.35,6.35,0.15,6.169491525423728,0.5800000000000001,-33.898388766299234,33.898388766299234,0.0
D60,0.35,6.35,0.15,6.169491525423728,0.77,-33.89733877788975,33.89733877788975,0.0
D60,0.35,6.35,0.15,6.169491525423728,0.96,-33.896288708855224,33.896288708855224,0.0
D60,0.35,6.35,0.15,6.169491525423728,1.15,-33.895238952094644,33.895238952094644,0.0
D60,0.35,6.35,0.15,6.169491525423728,1.34,-33.89418919573574,33.89418919573574,0.0
D60,0.35,6.35,0.15,6.169491525423728,1.53,-33.8931393262335,33.8931393262335,0.0
D60,0.35,6.35,0.15,6.169491525423728,1.72,-33.89208934367219,33.89208934367219,0.0
D60,0.35,6.35,0.15,6.169491525423728,1.91,-33.89103924799916,33.89103924799916,0.0
D60,0.35,6.35,0.15,6.169491525423728,2.1,-33.889989646880096,33.889989646880096,0.0
D60,0.35,6.35,0.15,6.169491525423728,2.29,-33.88894047974869,33.88894047974869,0.0
D60,0.35,6.35,0.15,6.169491525423728,2.4800000000000004,-33.88789119958313,33.88789119958313,0.0
D60,0.35,6.35,0.15,6.169491525423728,2.6700000000000004,-33.88684180643717,33.88684180643717,0.0
D60,0.35,6.35,0.15,6.169491525423728,2.8600000000000003,-33.88579230026674,33.88579230026674,0.0
D60,0.35,6.35,0.15,6.169491525423728,3.0500000000000003,-33.884742681054135,33.884742681054135,0.0
D60,0.35,6.35,0.15,6.169491525423728,3.24,-33.88369294880145,33.88369294880145,0.0
D60,0.35,6.35,0.15,6.169491525423728,3.43,-33.882643103488896,33.882643103488896,0.0
D60,0.35,6.35,0.15,6.169491525423728,3.62,-33.881593145110415,33.881593145110415,0.0
D60,0.35,6.35,0.15,6.169491525423728,3.81,-33.880543073642365,33.880543073642365,0.0
D60,0.35,6.35,0.15,6.169491525423728,4.0,-33.879492889093484,33.879492889093484,0.0
D60,0.35,6.35,0.15,6.4406779661016955,0.2,6.921320703119726,6.921320703119726,0.0
D60,0.35,6.35,0.15,6.4406779661016955,0.39,6.921361047243131,6.921361047243131,0.0
D60,0.35,6.35,0.15,6.4406779661016955,0.5800000000000001,6.921401392865889,6.921401392865889,0.0
D60,0.35,6.35,0.15,6.4406779661016955,0.77,6.921441736868765,6.921441736868765,0.0
D60,0.35,6.35,0.15,6.4406779661016955,0.96,6.921482081946564,6.921482081946564,0.0
D60,0.35,6.35,0.15,6.4406779661016955,1.15,6.921522423718912,6.921522423718912,0.0
D60,0.35,6.35,0.15,6.4406779661016955,1.34,6.921562765764364,6.921562765764364,0.0
D60,0.35,6.35,0.15,6.4406779661016955,1.53,6.921603109195367,6.921603109195367,0.0
D60,0.35,6.35,0.15,6.4406779661016955,1.72,6.921643454195362,6.921643454195362,0.0
D60,0.35,6.35,0.15,6.4406779661016955,1.91,6.921683800732758,6.921683800732758,0.0
D60,0.35,6.35,0.15,6.4406779661016955,2.1,6.921724141797043,6.921724141797043,0.0
D60,0.35,6.35,0.15,6.4406779661016955,2.29,6.921764478145434,6.921764478145434,0.0
D60,0.35,6.35,0.15,6.4406779661016955,2.4800000000000004,6.921804815983911,6.921804815983911,0.0
D60,0.35,6.35,0.15,6.4406779661016955,2.6700000000000004,6.921845155349196,6.921845155349196,0.0
D60,0.35,6.35,0.15,6.4406779661016955,2.8600000000000003,6.921885496229784,6.921885496229784,0.0
D60,0.35,6.35,0.15,6.4406779661016955,3.0500000000000003,6.921925838610534,6.921925838610534,0.0
D60,0.35,6.35,0.15,6.4406779661016955,3.24,6.921966182506935,6.921966182506935,0.0
D60,0.35,6.35,0.15,6.4406779661016955,3.43,6.922006527942891,6.922006527942891,0.0
D60,0.35,6.35,0.15,6.4406779661016955,3.62,6.922046874882739,6.922046874882739,0.0
D60,0.35,6.35,0.15,6.4406779661016955,3.81,6.922087223310982,6.922087223310982,0.0
D60,0.35,6.35,0.15,6.4406779661016955,4.0,6.922127573270643,6.922127573270643,0.0
D21,0.35,6.4,0.03,5.6,0.2,-14.058595729475066,14.058595729475066,0.0
D21,0.35,6.4,0.03,5.6,0.39,-14.059295408489888,14.059295408489888,0.0
D21,0.35,6.4,0.03,5.6,0.5800000000000001,-14.05999486745953,14.05999486745953,0.0
D21,0.35,6.4,0.03,5.6,0.77,-14.06069448586829,14.06069448586829,0.0
D21,0.35,6.4,0.03,5.6,0.96,-14.061393928822277,14.061393928822277,0.0
D21,0.35,6.4,0.03,5.6,1.15,-14.062093737795358,14.062093737795358,0.0
D21,0.35,6.4,0.03,5.6,1.34,-14.062793482989129,14.062793482989129,0.0
D21,0.35,6.4,0.03,5.6,1.53,-14.06349300804716,14.06349300804716,0.0
D21,0.35,6.4,0.03,5.6,1.72,-14.064192312910272,14.064192312910272,0.0
D21,0.35,6.4,0.03,5.6,1.91,-14.064891397524327,14.064891397524327,0.0
D21,0.35,6.4,0.03,5.6,2.1,-14.065591099372732,14.065591099372732,0.0
D21,0.35,6.4,0.03,5.6,2.29,-14.066291334904562,14.066291334904562,0.0
D21,0.35,6.4,0.03,5.6,2.4800000000000004,-14.066991350367694,14.066991350367694,0.0
D21,0.35,6.4,0.03,5.6,2.6700000000000004,-14.067691145690368,14.067691145690368,0.0
D21,0.35,6.4,0.03,5.6,2.8600000000000003,-14.068390720819416,14.068390720819416,0.0
D21,0.35,6.4,0.03,5.6,3.0500000000000003,-14.069090075699755,14.069090075699755,0.0
D21,0.35,6.4,0.03,5.6,3.24,-14.069789210264759,14.069789210264759,0.0
D21,0.35,6.4,0.03,5.6,3.43,-14.070488124460617,14.070488124460617,0.0
D21,0.35,6.4,0.03,5.6,3.62,-14.071186818224184,14.071186818224184,0.0
D21,0.35,6.4,0.03,5.6,3.81,-14.0718852915032,14.0718852915032,0.0
D21,0.35,6.4,0.03,5.6,4.0,-14.072583544233808,14.072583544233808,0.0
D21,0.35,6.4,0.03,6.4,0.2,-12.180996449972277,12.180996449972277,0.0
