beta_peak,center_D,sigma_D,grid,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
0.65,6.44,0.03,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.44,0.03,D60,6.169491525423728,31.555427859883444,31.55654848497104,0.0
0.65,6.44,0.03,D60,6.4406779661016955,7.5943828516808765,7.59438406597517,0.0
0.65,6.44,0.05,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.44,0.05,D21,6.4,15.924416794929506,15.92444991157386,0.0
0.65,6.44,0.05,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.44,0.05,D60,5.898305084745763,41.81649667127765,41.81697740614127,0.0
0.65,6.44,0.05,D60,6.169491525423728,31.555431903182843,31.556552528148778,0.0
0.65,6.44,0.05,D60,6.4406779661016955,7.5981182801197775,7.598119484344522,0.0
0.65,6.44,0.08,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.44,0.08,D21,6.4,18.817166410036293,18.817207859397136,0.0
0.65,6.44,0.08,D21,7.2,0.7570349297825913,0.7570349676045995,0.0
0.65,6.44,0.08,D60,5.898305084745763,41.81649667128792,41.816977406151445,0.0
0.65,6.44,0.08,D60,6.169491525423728,31.585608972373734,31.586728688586923,0.0
0.65,6.44,0.08,D60,6.4406779661016955,7.599398755803151,7.59939995657605,0.0
0.65,6.44,0.1,D21,5.6,14.0718852915032,14.072583544233808,0.0
0.65,6.44,0.1,D21,6.4,19.537032279929157,19.53707579749382,0.0
0.65,6.44,0.1,D21,7.2,0.7570349297808954,0.7570349676029031,0.0
0.65,6.44,0.1,D60,5.898305084745763,41.81649671044795,41.81697744530992,0.0
0.65,6.44,0.1,D60,6.169491525423728,31.7913254821353,31.792439003398222,0.0
0.65,6.44,0.1,D60,6.4406779661016955,7.59969425526932,7.599695455245659,0.0
0.65,6.44,0.15,D21,5.6,14.071886286721401,14.072584539492254,0.0
0.65,6.44,0.15,D21,6.4,20.26728219803624,20.267327811358214,0.0
0.65,6.44,0.15,D21,7.2,0.7570191903113148,0.7570192281374775,0.0
0.65,6.44,0.15,D60,5.898305084745763,41.81663245861225,41.81711318771738,0.0
0.65,6.44,0.15,D60,6.169491525423728,33.33107299864812,33.33214015193061,0.0
0.65,6.44,0.15,D60,6.4406779661016955,7.599986108462943,7.599987307652526,0.0
