D,i,j,lambda_i,lambda_j,A_ij,abs_A_ij,gap_abs
6.4,8,5,2.539164786404355,1.406306795510371,-2.200828108685906e-05,2.200828108685906e-05,1.132857990893984
6.4,8,6,2.539164786404355,1.7225783475973717,0.0015582399788093763,0.0015582399788093763,0.8165864388069832
6.4,8,7,2.539164786404355,2.102712458305628,-1.6918411605598136e-05,1.6918411605598136e-05,0.4364523280987269
6.4,8,8,2.539164786404355,2.539164786404355,0.0003120261955005493,0.0003120261955005493,0.0
7.2,1,1,0.7111376409329686,0.7111376409329686,-0.0032047743349248674,0.0032047743349248674,0.0
7.2,1,2,0.7111376409329686,0.7895354065575388,-2.312430242549135e-16,2.312430242549135e-16,0.07839776562457024
7.2,1,3,0.7111376409329686,0.9098906462267788,-0.005359973525172065,0.005359973525172065,0.19875300529381024
7.2,1,4,0.7111376409329686,1.1033741437410336,-2.0107001433518502e-17,2.0107001433518502e-17,0.392236502808065
7.2,1,5,0.7111376409329686,1.3457080030843156,-0.0013733782691604697,0.0013733782691604697,0.634570362151347
7.2,1,6,0.7111376409329686,1.6350989470061879,-1.0045964340527698e-16,1.0045964340527698e-16,0.9239613060732192
7.2,1,7,0.7111376409329686,1.9829672947760473,-0.0038195038753076433,0.0038195038753076433,1.2718296538430787
7.2,1,8,0.7111376409329686,2.3844868256416714,4.695298878537271e-17,4.695298878537271e-17,1.6733491847087028
7.2,2,1,0.7895354065575388,0.7111376409329686,-2.3125028118796606e-16,2.3125028118796606e-16,0.07839776562457024
7.2,2,2,0.7895354065575388,0.7895354065575388,0.0024090222141901793,0.0024090222141901793,0.0
7.2,2,3,0.7895354065575388,0.9098906462267788,-8.684536844763093e-17,8.684536844763093e-17,0.12035523966924
7.2,2,4,0.7895354065575388,1.1033741437410336,-0.003800042866757412,0.003800042866757412,0.31383873718349475
7.2,2,5,0.7895354065575388,1.3457080030843156,-5.4506345200224406e-17,5.4506345200224406e-17,0.5561725965267768
7.2,2,6,0.7895354065575388,1.6350989470061879,0.005074828302907389,0.005074828302907389,0.845563540448649
7.2,2,7,0.7895354065575388,1.9829672947760473,-1.0772277607359445e-16,1.0772277607359445e-16,1.1934318882185084
7.2,2,8,0.7895354065575388,2.3844868256416714,-0.00029250291850846377,0.00029250291850846377,1.5949514190841325
7.2,3,1,0.9098906462267788,0.7111376409329686,-0.005359973525172065,0.005359973525172065,0.19875300529381024
7.2,3,2,0.9098906462267788,0.7895354065575388,-8.687437590688307e-17,8.687437590688307e-17,0.12035523966924
7.2,3,3,0.9098906462267788,0.9098906462267788,0.000752721472542097,0.000752721472542097,0.0
7.2,3,4,0.9098906462267788,1.1033741437410336,1.3175121399107814e-16,1.3175121399107814e-16,0.19348349751425475
7.2,3,5,0.9098906462267788,1.3457080030843156,-6.179905497872277e-05,6.179905497872277e-05,0.43581735685753675
7.2,3,6,0.9098906462267788,1.6350989470061879,-1.0099005194869293e-16,1.0099005194869293e-16,0.725208300779409
7.2,3,7,0.9098906462267788,1.9829672947760473,0.0014917177575847873,0.0014917177575847873,1.0730766485492684
7.2,3,8,0.9098906462267788,2.3844868256416714,-2.7321374144809807e-17,2.7321374144809807e-17,1.4745961794148925
7.2,4,1,1.1033741437410336,0.7111376409329686,-2.027454516380593e-17,2.027454516380593e-17,0.392236502808065
7.2,4,2,1.1033741437410336,0.7895354065575388,-0.003800042866757411,0.003800042866757411,0.31383873718349475
7.2,4,3,1.1033741437410336,0.9098906462267788,1.3176740978025362e-16,1.3176740978025362e-16,0.19348349751425475
7.2,4,4,1.1033741437410336,1.1033741437410336,-0.003371957121879116,0.003371957121879116,0.0
7.2,4,5,1.1033741437410336,1.3457080030843156,4.5685289812380705e-19,4.5685289812380705e-19,0.242333859343282
7.2,4,6,1.1033741437410336,1.6350989470061879,0.004007063281056288,0.004007063281056288,0.5317248032651543
7.2,4,7,1.1033741437410336,1.9829672947760473,4.543384960153981e-17,4.543384960153981e-17,0.8795931510350137
7.2,4,8,1.1033741437410336,2.3844868256416714,0.0012242488416246452,0.0012242488416246452,1.2811126819006378
7.2,5,1,1.3457080030843156,0.7111376409329686,-0.0013733782691604695,0.0013733782691604695,0.634570362151347
7.2,5,2,1.3457080030843156,0.7895354065575388,-5.4632286643319614e-17,5.4632286643319614e-17,0.5561725965267768
7.2,5,3,1.3457080030843156,0.9098906462267788,-6.179905497872271e-05,6.179905497872271e-05,0.43581735685753675
7.2,5,4,1.3457080030843156,1.1033741437410336,5.028677244274202e-19,5.028677244274202e-19,0.242333859343282
7.2,5,5,1.3457080030843156,1.3457080030843156,0.0006619683573461803,0.0006619683573461803,0.0
7.2,5,6,1.3457080030843156,1.6350989470061879,1.2062851270155224e-17,1.2062851270155224e-17,0.28939094392187226
7.2,5,7,1.3457080030843156,1.9829672947760473,0.004198992202886296,0.004198992202886296,0.6372592916917317
7.2,5,8,1.3457080030843156,2.3844868256416714,-4.4744415347115513e-17,4.4744415347115513e-17,1.0387788225573558
7.2,6,1,1.6350989470061879,0.7111376409329686,-1.0049247254954084e-16,1.0049247254954084e-16,0.9239613060732192
7.2,6,2,1.6350989470061879,0.7895354065575388,0.005074828302907389,0.005074828302907389,0.845563540448649
7.2,6,3,1.6350989470061879,0.9098906462267788,-1.0095753713258798e-16,1.0095753713258798e-16,0.725208300779409
7.2,6,4,1.6350989470061879,1.1033741437410336,0.004007063281056288,0.004007063281056288,0.5317248032651543
7.2,6,5,1.6350989470061879,1.3457080030843156,1.2193407041201883e-17,1.2193407041201883e-17,0.28939094392187226
7.2,6,6,1.6350989470061879,1.6350989470061879,0.0009238848598828594,0.0009238848598828594,0.0
7.2,6,7,1.6350989470061879,1.9829672947760473,-3.910096322023002e-17,3.910096322023002e-17,0.3478683477698594
7.2,6,8,1.6350989470061879,2.3844868256416714,-0.0014901642864344432,0.0014901642864344432,0.7493878786354835
7.2,7,1,1.9829672947760473,0.7111376409329686,-0.0038195038753076438,0.0038195038753076438,1.2718296538430787
7.2,7,2,1.9829672947760473,0.7895354065575388,-1.0759538948429993e-16,1.0759538948429993e-16,1.1934318882185084
7.2,7,3,1.9829672947760473,0.9098906462267788,0.0014917177575847873,0.0014917177575847873,1.0730766485492684
7.2,7,4,1.9829672947760473,1.1033741437410336,4.5367974547603425e-17,4.5367974547603425e-17,0.8795931510350137
7.2,7,5,1.9829672947760473,1.3457080030843156,0.004198992202886295,0.004198992202886295,0.6372592916917317
7.2,7,6,1.9829672947760473,1.6350989470061879,-3.9039076885167217e-17,3.9039076885167217e-17,0.3478683477698594
7.2,7,7,1.9829672947760473,1.9829672947760473,-0.001815529515862355,0.001815529515862355,0.0
7.2,7,8,1.9829672947760473,2.3844868256416714,5.0507251746778036e-18,5.0507251746778036e-18,0.4015195308656241
7.2,8,1,2.3844868256416714,0.7111376409329686,4.7022730088980773e-17,4.7022730088980773e-17,1.6733491847087028
7.2,8,2,2.3844868256416714,0.7895354065575388,-0.00029250291850846355,0.00029250291850846355,1.5949514190841325
7.2,8,3,2.3844868256416714,0.9098906462267788,-2.733087641764619e-17,2.733087641764619e-17,1.4745961794148925
7.2,8,4,2.3844868256416714,1.1033741437410336,0.0012242488416246455,0.0012242488416246455,1.2811126819006378
7.2,8,5,2.3844868256416714,1.3457080030843156,-4.4651733889345307e-17,4.4651733889345307e-17,1.0387788225573558
7.2,8,6,2.3844868256416714,1.6350989470061879,-0.0014901642864344432,0.0014901642864344432,0.7493878786354835
7.2,8,7,2.3844868256416714,1.9829672947760473,5.056788401904805e-18,5.056788401904805e-18,0.4015195308656241
7.2,8,8,2.3844868256416714,2.3844868256416714,-0.00033435412175508884,0.00033435412175508884,0.0
8.0,1,1,0.7060786762006757,0.7060786762006757,-0.0032276642526009995,0.0032276642526009995,0.0
8.0,1,2,0.7060786762006757,0.7808718904158027,-1.1031004890188115e-05,1.1031004890188115e-05,0.07479321421512708
8.0,1,3,0.7060786762006757,0.890105588635145,-0.004758116765838885,0.004758116765838885,0.18402691243446934
8.0,1,4,0.7060786762006757,1.0667437484059927,7.3216332445851035e-06,7.3216332445851035e-06,0.36066507220531707
8.0,1,5,0.7060786762006757,1.2918930656531868,-0.00029527500422364607,0.00029527500422364607,0.5858143894525112
8.0,1,6,0.7060786762006757,1.5583406888547024,1.4866002398498229e-05,1.4866002398498229e-05,0.8522620126540268
8.0,1,7,0.7060786762006757,1.8773610895547619,-0.004236393567279281,0.004236393567279281,1.1712824133540862
8.0,1,8,0.7060786762006757,2.247779802957232,-2.4857195520860742e-05,2.4857195520860742e-05,1.5417011267565561
8.0,2,1,0.7808718904158027,0.7060786762006757,-1.1031004890187998e-05,1.1031004890187998e-05,0.07479321421512708
8.0,2,2,0.7808718904158027,0.7808718904158027,0.001937205274594646,0.001937205274594646,0.0
8.0,2,3,0.7808718904158027,0.890105588635145,-1.762931523446928e-07,1.762931523446928e-07,0.10923369821934226
8.0,2,4,0.7808718904158027,1.0667437484059927,0.004374195380831427,0.004374195380831427,0.28587185799019
8.0,2,5,0.7808718904158027,1.2918930656531868,2.2121632161606015e-05,2.2121632161606015e-05,0.5110211752373841
8.0,2,6,0.7808718904158027,1.5583406888547024,-0.004480301052154051,0.004480301052154051,0.7774687984388997
8.0,2,7,0.7808718904158027,1.8773610895547619,-1.0738563178290443e-05,1.0738563178290443e-05,1.0964891991389591
8.0,2,8,0.7808718904158027,2.247779802957232,-0.001700184679242701,0.001700184679242701,1.466907912541429
8.0,3,1,0.890105588635145,0.7060786762006757,-0.004758116765838885,0.004758116765838885,0.18402691243446934
8.0,3,2,0.890105588635145,0.7808718904158027,-1.7629315234469135e-07,1.7629315234469135e-07,0.10923369821934226
8.0,3,3,0.890105588635145,0.890105588635145,0.0014835830661600335,0.0014835830661600335,0.0
8.0,3,4,0.890105588635145,1.0667437484059927,-1.605587014483485e-05,1.605587014483485e-05,0.17663815977084774
8.0,3,5,0.890105588635145,1.2918930656531868,-0.00010871820739955796,0.00010871820739955796,0.40178747701804185
8.0,3,6,0.890105588635145,1.5583406888547024,5.499107895380548e-06,5.499107895380548e-06,0.6682351002195575
8.0,3,7,0.890105588635145,1.8773610895547619,0.0019095616802014426,0.0019095616802014426,0.9872555009196169
8.0,3,8,0.890105588635145,2.247779802957232,1.0747001706688323e-05,1.0747001706688323e-05,1.3576742143220868
8.0,4,1,1.0667437484059927,0.7060786762006757,7.321633244585173e-06,7.321633244585173e-06,0.36066507220531707
8.0,4,2,1.0667437484059927,0.7808718904158027,0.004374195380831428,0.004374195380831428,0.28587185799019
8.0,4,3,1.0667437484059927,0.890105588635145,-1.6055870144834822e-05,1.6055870144834822e-05,0.17663815977084774
8.0,4,4,1.0667437484059927,1.0667437484059927,-0.003260101267895551,0.003260101267895551,0.0
8.0,4,5,1.0667437484059927,1.2918930656531868,-1.3605888183824136e-05,1.3605888183824136e-05,0.22514931724719411
8.0,4,6,1.0667437484059927,1.5583406888547024,0.0030181274894306737,0.0030181274894306737,0.4915969404487097
8.0,4,7,1.0667437484059927,1.8773610895547619,-2.51917801420831e-06,2.51917801420831e-06,0.8106173411487692
8.0,4,8,1.0667437484059927,2.247779802957232,-0.00019088077323067162,0.00019088077323067162,1.181036054551239
8.0,5,1,1.2918930656531868,0.7060786762006757,-0.0002952750042236462,0.0002952750042236462,0.5858143894525112
8.0,5,2,1.2918930656531868,0.7808718904158027,2.2121632161605866e-05,2.2121632161605866e-05,0.5110211752373841
8.0,5,3,1.2918930656531868,0.890105588635145,-0.00010871820739955773,0.00010871820739955773,0.40178747701804185
8.0,5,4,1.2918930656531868,1.0667437484059927,-1.3605888183824173e-05,1.3605888183824173e-05,0.22514931724719411
8.0,5,5,1.2918930656531868,1.2918930656531868,-0.0002429675045564037,0.0002429675045564037,0.0
8.0,5,6,1.2918930656531868,1.5583406888547024,-1.2046340157857625e-05,1.2046340157857625e-05,0.2664476232015156
8.0,5,7,1.2918930656531868,1.8773610895547619,0.004658007573421548,0.004658007573421548,0.585468023901575
8.0,5,8,1.2918930656531868,2.247779802957232,2.440398059111244e-05,2.440398059111244e-05,0.9558867373040449
8.0,6,1,1.5583406888547024,0.7060786762006757,1.4866002398498158e-05,1.4866002398498158e-05,0.8522620126540268
8.0,6,2,1.5583406888547024,0.7808718904158027,-0.004480301052154051,0.004480301052154051,0.7774687984388997
8.0,6,3,1.5583406888547024,0.890105588635145,5.499107895380571e-06,5.499107895380571e-06,0.6682351002195575
8.0,6,4,1.5583406888547024,1.0667437484059927,0.0030181274894306737,0.0030181274894306737,0.4915969404487097
8.0,6,5,1.5583406888547024,1.2918930656531868,-1.204634015785764e-05,1.204634015785764e-05,0.2664476232015156
8.0,6,6,1.5583406888547024,1.5583406888547024,0.001461934460049848,0.001461934460049848,0.0
8.0,6,7,1.5583406888547024,1.8773610895547619,1.6425355945719943e-05,1.6425355945719943e-05,0.31902040070005944
8.0,6,8,1.5583406888547024,2.247779802957232,0.0018556132049752014,0.0018556132049752014,0.6894391141025293
8.0,7,1,1.8773610895547619,0.7060786762006757,-0.004236393567279281,0.004236393567279281,1.1712824133540862
8.0,7,2,1.8773610895547619,0.7808718904158027,-1.0738563178290506e-05,1.0738563178290506e-05,1.0964891991389591
8.0,7,3,1.8773610895547619,0.890105588635145,0.001909561680201443,0.001909561680201443,0.9872555009196169
8.0,7,4,1.8773610895547619,1.0667437484059927,-2.5191780142083083e-06,2.5191780142083083e-06,0.8106173411487692
8.0,7,5,1.8773610895547619,1.2918930656531868,0.004658007573421548,0.004658007573421548,0.585468023901575
8.0,7,6,1.8773610895547619,1.5583406888547024,1.6425355945719994e-05,1.6425355945719994e-05,0.31902040070005944
8.0,7,7,1.8773610895547619,1.8773610895547619,-0.0013659181130912636,0.0013659181130912636,0.0
8.0,7,8,1.8773610895547619,2.247779802957232,-2.1562872113644362e-06,2.1562872113644362e-06,0.3704187134024699
8.0,8,1,2.247779802957232,0.7060786762006757,-2.485719552086071e-05,2.485719552086071e-05,1.5417011267565561
8.0,8,2,2.247779802957232,0.7808718904158027,-0.001700184679242701,0.001700184679242701,1.466907912541429
8.0,8,3,2.247779802957232,0.890105588635145,1.0747001706688334e-05,1.0747001706688334e-05,1.3576742143220868
8.0,8,4,2.247779802957232,1.0667437484059927,-0.00019088077323067178,0.00019088077323067178,1.181036054551239
8.0,8,5,2.247779802957232,1.2918930656531868,2.440398059111253e-05,2.440398059111253e-05,0.9558867373040449
8.0,8,6,2.247779802957232,1.5583406888547024,0.0018556132049752014,0.0018556132049752014,0.6894391141025293
8.0,8,7,2.247779802957232,1.8773610895547619,-2.1562872113644193e-06,2.1562872113644193e-06,0.3704187134024699
8.0,8,8,2.247779802957232,2.247779802957232,-0.0010408115322725205,0.0010408115322725205,0.0
8.8,1,1,0.7014845758182582,0.7014845758182582,-0.0032128654737406314,0.0032128654737406314,0.0
8.8,1,2,0.7014845758182582,0.7733121250506032,-9.688523285754388e-06,9.688523285754388e-06,0.07182754923234502
8.8,1,3,0.7014845758182582,0.8735285896544129,0.00415116103294697,0.00415116103294697,0.17204401383615475
8.8,1,4,0.7014845758182582,1.0352453171202376,-4.495819532940587e-06,4.495819532940587e-06,0.3337607413019794
8.8,1,5,0.7014845758182582,1.245428518014629,-0.0006164626349912691,0.0006164626349912691,0.5439439421963708
8.8,1,6,0.7014845758182582,1.4929540037206315,1.6810339032533337e-05,1.6810339032533337e-05,0.7914694279023733
8.8,1,7,0.7014845758182582,1.787188010264646,0.004281196301271822,0.004281196301271822,1.0857034344463878
8.8,1,8,0.7014845758182582,2.130505789229772,1.938112385892785e-05,1.938112385892785e-05,1.429021213411514
8.8,2,1,0.7733121250506032,0.7014845758182582,-9.688523285754332e-06,9.688523285754332e-06,0.07182754923234502
8.8,2,2,0.7733121250506032,0.7733121250506032,0.0014535487758272976,0.0014535487758272976,0.0
8.8,2,3,0.7733121250506032,0.8735285896544129,-3.0504427893660882e-06,3.0504427893660882e-06,0.10021646460380973
8.8,2,4,0.7733121250506032,1.0352453171202376,-0.004793685056744485,0.004793685056744485,0.2619331920696344
8.8,2,5,0.7733121250506032,1.245428518014629,-2.1141230072840712e-05,2.1141230072840712e-05,0.47211639296402574
8.8,2,6,0.7733121250506032,1.4929540037206315,-0.0036792827012169923,0.0036792827012169923,0.7196418786700283
8.8,2,7,0.7733121250506032,1.787188010264646,2.9820278251698187e-06,2.9820278251698187e-06,1.0138758852140428
8.8,2,8,0.7733121250506032,2.130505789229772,0.0029369421313731672,0.0029369421313731672,1.3571936641791689
8.8,3,1,0.8735285896544129,0.7014845758182582,0.00415116103294697,0.00415116103294697,0.17204401383615475
8.8,3,2,0.8735285896544129,0.7733121250506032,-3.0504427893660967e-06,3.0504427893660967e-06,0.10021646460380973
8.8,3,3,0.8735285896544129,0.8735285896544129,0.0020421355584800387,0.0020421355584800387,0.0
8.8,3,4,0.8735285896544129,1.0352453171202376,-1.6676563399709164e-05,1.6676563399709164e-05,0.16171672746582466
8.8,3,5,0.8735285896544129,1.245428518014629,-0.00039320420509110314,0.00039320420509110314,0.371899928360216
8.8,3,6,0.8735285896544129,1.4929540037206315,-4.6190050101977975e-07,4.6190050101977975e-07,0.6194254140662185
8.8,3,7,0.8735285896544129,1.787188010264646,0.0023117157884482787,0.0023117157884482787,0.9136594206102331
8.8,3,8,0.8735285896544129,2.130505789229772,1.3886503459762983e-05,1.3886503459762983e-05,1.2569771995753591
8.8,4,1,1.0352453171202376,0.7014845758182582,-4.495819532940621e-06,4.495819532940621e-06,0.3337607413019794
8.8,4,2,1.0352453171202376,0.7733121250506032,-0.004793685056744485,0.004793685056744485,0.2619331920696344
8.8,4,3,1.0352453171202376,0.8735285896544129,-1.667656339970919e-05,1.667656339970919e-05,0.16171672746582466
8.8,4,4,1.0352453171202376,1.0352453171202376,-0.002887049375073525,0.002887049375073525,0.0
8.8,4,5,1.0352453171202376,1.245428518014629,-7.664258660819458e-06,7.664258660819458e-06,0.21018320089439135
8.8,4,6,1.0352453171202376,1.4929540037206315,-0.0020453437234630514,0.0020453437234630514,0.4577086866003939
8.8,4,7,1.0352453171202376,1.787188010264646,-8.30581699826278e-06,8.30581699826278e-06,0.7519426931444084
8.8,4,8,1.0352453171202376,2.130505789229772,0.0004356960136740559,0.0004356960136740559,1.0952604721095345
8.8,5,1,1.245428518014629,0.7014845758182582,-0.0006164626349912692,0.0006164626349912692,0.5439439421963708
8.8,5,2,1.245428518014629,0.7733121250506032,-2.1141230072840614e-05,2.1141230072840614e-05,0.47211639296402574
8.8,5,3,1.245428518014629,0.8735285896544129,-0.00039320420509110314,0.00039320420509110314,0.371899928360216
8.8,5,4,1.245428518014629,1.0352453171202376,-7.664258660819358e-06,7.664258660819358e-06,0.21018320089439135
8.8,5,5,1.245428518014629,1.245428518014629,-0.0011273963935018757,0.0011273963935018757,0.0
8.8,5,6,1.245428518014629,1.4929540037206315,1.7080266177472874e-05,1.7080266177472874e-05,0.24752548570600252
8.8,5,7,1.245428518014629,1.787188010264646,0.004717609270217817,0.004717609270217817,0.5417594922500171
8.8,5,8,1.245428518014629,2.130505789229772,1.9065658342403156e-05,1.9065658342403156e-05,0.8850772712151431
8.8,6,1,1.4929540037206315,0.7014845758182582,1.681033903253333e-05,1.681033903253333e-05,0.7914694279023733
8.8,6,2,1.4929540037206315,0.7733121250506032,-0.0036792827012169923,0.0036792827012169923,0.7196418786700283
8.8,6,3,1.4929540037206315,0.8735285896544129,-4.619005010197685e-07,4.619005010197685e-07,0.6194254140662185
8.8,6,4,1.4929540037206315,1.0352453171202376,-0.0020453437234630514,0.0020453437234630514,0.4577086866003939
8.8,6,5,1.4929540037206315,1.245428518014629,1.7080266177472935e-05,1.7080266177472935e-05,0.24752548570600252
8.8,6,6,1.4929540037206315,1.4929540037206315,0.0016045517237421774,0.0016045517237421774,0.0
8.8,6,7,1.4929540037206315,1.787188010264646,-1.1993077442476975e-05,1.1993077442476975e-05,0.29423400654401455
8.8,6,8,1.4929540037206315,2.130505789229772,-0.002491666687439596,0.002491666687439596,0.6375517855091406
8.8,7,1,1.787188010264646,0.7014845758182582,0.004281196301271822,0.004281196301271822,1.0857034344463878
8.8,7,2,1.787188010264646,0.7733121250506032,2.982027825169797e-06,2.982027825169797e-06,1.0138758852140428
8.8,7,3,1.787188010264646,0.8735285896544129,0.0023117157884482787,0.0023117157884482787,0.9136594206102331
8.8,7,4,1.787188010264646,1.0352453171202376,-8.305816998262731e-06,8.305816998262731e-06,0.7519426931444084
8.8,7,5,1.787188010264646,1.245428518014629,0.004717609270217817,0.004717609270217817,0.5417594922500171
8.8,7,6,1.787188010264646,1.4929540037206315,-1.1993077442476933e-05,1.1993077442476933e-05,0.29423400654401455
8.8,7,7,1.787188010264646,1.787188010264646,-0.0006316019853566988,0.0006316019853566988,0.0
8.8,7,8,1.787188010264646,2.130505789229772,6.625627001474476e-06,6.625627001474476e-06,0.34331777896512605
8.8,8,1,2.130505789229772,0.7014845758182582,1.938112385892785e-05,1.938112385892785e-05,1.429021213411514
8.8,8,2,2.130505789229772,0.7733121250506032,0.002936942131373167,0.002936942131373167,1.3571936641791689
8.8,8,3,2.130505789229772,0.8735285896544129,1.3886503459762987e-05,1.3886503459762987e-05,1.2569771995753591
8.8,8,4,2.130505789229772,1.0352453171202376,0.000435696013674056,0.000435696013674056,1.0952604721095345
8.8,8,5,2.130505789229772,1.245428518014629,1.906565834240317e-05,1.906565834240317e-05,0.8850772712151431
8.8,8,6,2.130505789229772,1.4929540037206315,-0.0024916666874395966,0.0024916666874395966,0.6375517855091406
8.8,8,7,2.130505789229772,1.787188010264646,6.625627001474439e-06,6.625627001474439e-06,0.34331777896512605
8.8,8,8,2.130505789229772,2.130505789229772,-0.0015396040560638848,0.0015396040560638848,0.0
9.6,1,1,0.6971714776157556,0.6971714776157556,-0.003150631788707968,0.003150631788707968,0.0
9.6,1,2,0.6971714776157556,0.7660466728709519,1.039958739049988e-15,1.039958739049988e-15,0.06887519525519625
9.6,1,3,0.6971714776157556,0.8583549285020677,-0.0035678851263236198,0.0035678851263236198,0.16118345088631214
9.6,1,4,0.6971714776157556,1.0061799979153507,-7.834416168032607e-16,7.834416168032607e-16,0.30900852029959514
9.6,1,5,0.6971714776157556,1.2019778770402858,0.001314599510579364,0.001314599510579364,0.5048063994245302
9.6,1,6,0.6971714776157556,1.4323791014941958,-5.608499540742071e-16,5.608499540742071e-16,0.7352076238784402
9.6,1,7,0.6971714776157556,1.703949594955818,-0.00404012094225973,0.00404012094225973,1.0067781173400625
9.6,1,8,0.6971714776157556,2.0216564806928283,7.016820366653234e-16,7.016820366653234e-16,1.3244850030770727
9.6,2,1,0.7660466728709519,0.6971714776157556,1.03986929430111e-15,1.03986929430111e-15,0.06887519525519625
9.6,2,2,0.7660466728709519,0.7660466728709519,0.000993388641359639,0.000993388641359639,0.0
9.6,2,3,0.7660466728709519,0.8583549285020677,3.290957845347126e-16,3.290957845347126e-16,0.09230825563111589
9.6,2,4,0.7660466728709519,1.0061799979153507,-0.005024568700307483,0.005024568700307483,0.24013332504439888
9.6,2,5,0.7660466728709519,1.2019778770402858,-2.4242673763855876e-16,2.4242673763855876e-16,0.43593120416933395
9.6,2,6,0.7660466728709519,1.4323791014941958,-0.0027869950211006664,0.0027869950211006664,0.6663324286232439
9.6,2,7,0.7660466728709519,1.703949594955818,7.122346733142644e-16,7.122346733142644e-16,0.9379029220848663
9.6,2,8,0.7660466728709519,2.0216564806928283,0.0038501627468614367,0.0038501627468614367,1.2556098078218765
9.6,3,1,0.8583549285020677,0.6971714776157556,-0.0035678851263236193,0.0035678851263236193,0.16118345088631214
9.6,3,2,0.8583549285020677,0.7660466728709519,3.2908278702072727e-16,3.2908278702072727e-16,0.09230825563111589
9.6,3,3,0.8583549285020677,0.8583549285020677,0.0024101706392474077,0.0024101706392474077,0.0
9.6,3,4,0.8583549285020677,1.0061799979153507,-4.0262523867988907e-16,4.0262523867988907e-16,0.147825069413283
9.6,3,5,0.8583549285020677,1.2019778770402858,-0.0008059661896349676,0.0008059661896349676,0.34362294853821806
9.6,3,6,0.8583549285020677,1.4323791014941958,-1.342706848788755e-16,1.342706848788755e-16,0.574024172992128
9.6,3,7,0.8583549285020677,1.703949594955818,0.0025757481198938567,0.0025757481198938567,0.8455946664537504
9.6,3,8,0.8583549285020677,2.0216564806928283,8.849679456745884e-17,8.849679456745884e-17,1.1633015521907606
9.6,4,1,1.0061799979153507,0.6971714776157556,-7.834224919741406e-16,7.834224919741406e-16,0.30900852029959514
9.6,4,2,1.0061799979153507,0.7660466728709519,-0.005024568700307483,0.005024568700307483,0.24013332504439888
9.6,4,3,1.0061799979153507,0.8583549285020677,-4.0263195538647665e-16,4.0263195538647665e-16,0.147825069413283
9.6,4,4,1.0061799979153507,1.0061799979153507,-0.0023537217207828505,0.0023537217207828505,0.0
9.6,4,5,1.0061799979153507,1.2019778770402858,1.2144169987799366e-16,1.2144169987799366e-16,0.19579787912493507
9.6,4,6,1.0061799979153507,1.4323791014941958,-0.0012338510673838878,0.0012338510673838878,0.42619910357884505
9.6,4,7,1.0061799979153507,1.703949594955818,-1.4409467209987724e-16,1.4409467209987724e-16,0.6977695970404674
9.6,4,8,1.0061799979153507,2.0216564806928283,0.0006669134274849288,0.0006669134274849288,1.0154764827774776
9.6,5,1,1.2019778770402858,0.6971714776157556,0.0013145995105793638,0.0013145995105793638,0.5048063994245302
9.6,5,2,1.2019778770402858,0.7660466728709519,-2.424419445133908e-16,2.424419445133908e-16,0.43593120416933395
9.6,5,3,1.2019778770402858,0.8583549285020677,-0.0008059661896349678,0.0008059661896349678,0.34362294853821806
9.6,5,4,1.2019778770402858,1.0061799979153507,1.2145533511982053e-16,1.2145533511982053e-16,0.19579787912493507
9.6,5,5,1.2019778770402858,1.2019778770402858,-0.0018368475605080438,0.0018368475605080438,0.0
9.6,5,6,1.2019778770402858,1.4323791014941958,1.4842735302861026e-16,1.4842735302861026e-16,0.23040122445390998
9.6,5,7,1.2019778770402858,1.703949594955818,0.004411574269018493,0.004411574269018493,0.5019717179155323
9.6,5,8,1.2019778770402858,2.0216564806928283,-9.796025783535095e-17,9.796025783535095e-17,0.8196786036525425
9.6,6,1,1.4323791014941958,0.6971714776157556,-5.610010667736137e-16,5.610010667736137e-16,0.7352076238784402
9.6,6,2,1.4323791014941958,0.7660466728709519,-0.0027869950211006664,0.0027869950211006664,0.6663324286232439
9.6,6,3,1.4323791014941958,0.8583549285020677,-1.3431117165072827e-16,1.3431117165072827e-16,0.574024172992128
9.6,6,4,1.4323791014941958,1.0061799979153507,-0.001233851067383888,0.001233851067383888,0.42619910357884505
9.6,6,5,1.4323791014941958,1.2019778770402858,1.486134587158355e-16,1.486134587158355e-16,0.23040122445390998
9.6,6,6,1.4323791014941958,1.4323791014941958,0.0013992806388457683,0.0013992806388457683,0.0
9.6,6,7,1.4323791014941958,1.703949594955818,-1.6396816792762408e-16,1.6396816792762408e-16,0.2715704934616223
9.6,6,8,1.4323791014941958,2.0216564806928283,-0.003135391688255645,0.003135391688255645,0.5892773791986325
9.6,7,1,1.703949594955818,0.6971714776157556,-0.00404012094225973,0.00404012094225973,1.0067781173400625
9.6,7,2,1.703949594955818,0.7660466728709519,7.122779782679867e-16,7.122779782679867e-16,0.9379029220848663
9.6,7,3,1.703949594955818,0.8583549285020677,0.002575748119893857,0.002575748119893857,0.8455946664537504
9.6,7,4,1.703949594955818,1.0061799979153507,-1.4403149766537327e-16,1.4403149766537327e-16,0.6977695970404674
9.6,7,5,1.703949594955818,1.2019778770402858,0.004411574269018493,0.004411574269018493,0.5019717179155323
9.6,7,6,1.703949594955818,1.4323791014941958,-1.6396849166384326e-16,1.6396849166384326e-16,0.2715704934616223
9.6,7,7,1.703949594955818,1.703949594955818,0.00012979395166112947,0.00012979395166112947,0.0
