D,i,j,lambda_i,lambda_j,A_ij,abs_A_ij,gap_abs
19.200000000000003,5,2,0.910607331669187,0.7086107128966834,3.002167204021325e-16,3.002167204021325e-16,0.20199661877250352
19.200000000000003,5,3,0.910607331669187,0.7599747381471427,-0.0037233984825028477,0.0037233984825028477,0.15063259352204428
19.200000000000003,5,4,0.910607331669187,0.8234451035069126,1.0514196083041519e-16,1.0514196083041519e-16,0.08716222816227437
19.200000000000003,5,5,0.910607331669187,0.910607331669187,0.00027959008234345944,0.00027959008234345944,0.0
19.200000000000003,5,6,0.910607331669187,1.0240232303718122,-3.0198856078903925e-16,3.0198856078903925e-16,0.11341589870262525
19.200000000000003,5,7,0.910607331669187,1.1586709189574644,-5.9112414040575675e-05,5.9112414040575675e-05,0.2480635872882775
19.200000000000003,5,8,0.910607331669187,1.3108797942105404,1.0217623366602205e-16,1.0217623366602205e-16,0.4002724625413534
19.200000000000003,6,1,1.0240232303718122,0.6652792876061804,-2.844460686566027e-16,2.844460686566027e-16,0.3587439427656318
19.200000000000003,6,2,1.0240232303718122,0.7086107128966834,-0.0031548519109707287,0.0031548519109707287,0.3154125174751288
19.200000000000003,6,3,1.0240232303718122,0.7599747381471427,-2.604536273272343e-16,2.604536273272343e-16,0.26404849222466953
19.200000000000003,6,4,1.0240232303718122,0.8234451035069126,-0.0021235346079613105,0.0021235346079613105,0.20057812686489962
19.200000000000003,6,5,1.0240232303718122,0.910607331669187,-3.019959425357683e-16,3.019959425357683e-16,0.11341589870262525
19.200000000000003,6,6,1.0240232303718122,1.0240232303718122,-0.0018977253944672942,0.0018977253944672942,0.0
19.200000000000003,6,7,1.0240232303718122,1.1586709189574644,-1.8910374165953255e-16,1.8910374165953255e-16,0.13464768858565224
19.200000000000003,6,8,1.0240232303718122,1.3108797942105404,5.5258713752892305e-05,5.5258713752892305e-05,0.28685656383872815
19.200000000000003,7,1,1.1586709189574644,0.6652792876061804,0.0008200550354506678,0.0008200550354506678,0.49339163135128405
19.200000000000003,7,2,1.1586709189574644,0.7086107128966834,3.4152328559474844e-16,3.4152328559474844e-16,0.450060206060781
19.200000000000003,7,3,1.1586709189574644,0.7599747381471427,-0.0018816490168266896,0.0018816490168266896,0.39869618081032177
19.200000000000003,7,4,1.1586709189574644,0.8234451035069126,2.7519077186172653e-16,2.7519077186172653e-16,0.33522581545055186
19.200000000000003,7,5,1.1586709189574644,0.910607331669187,-5.911241404057562e-05,5.911241404057562e-05,0.2480635872882775
19.200000000000003,7,6,1.1586709189574644,1.0240232303718122,-1.891226526368123e-16,1.891226526368123e-16,0.13464768858565224
19.200000000000003,7,7,1.1586709189574644,1.1586709189574644,-0.0017465465541162222,0.0017465465541162222,0.0
19.200000000000003,7,8,1.1586709189574644,1.3108797942105404,-1.0996118602307103e-16,1.0996118602307103e-16,0.15220887525307591
19.200000000000003,8,1,1.3108797942105404,0.6652792876061804,-2.3655119991144798e-17,2.3655119991144798e-17,0.64560050660436
19.200000000000003,8,2,1.3108797942105404,0.7086107128966834,0.00048695766870538197,0.00048695766870538197,0.6022690813138569
19.200000000000003,8,3,1.3108797942105404,0.7599747381471427,-5.041176300269005e-17,5.041176300269005e-17,0.5509050560633977
19.200000000000003,8,4,1.3108797942105404,0.8234451035069126,0.00019064448710519384,0.00019064448710519384,0.48743469070362777
19.200000000000003,8,5,1.3108797942105404,0.910607331669187,1.0216347528971592e-16,1.0216347528971592e-16,0.4002724625413534
19.200000000000003,8,6,1.3108797942105404,1.0240232303718122,5.52587137528922e-05,5.52587137528922e-05,0.28685656383872815
19.200000000000003,8,7,1.3108797942105404,1.1586709189574644,-1.1002174370982039e-16,1.1002174370982039e-16,0.15220887525307591
19.200000000000003,8,8,1.3108797942105404,1.3108797942105404,3.2524415986676694e-05,3.2524415986676694e-05,0.0
20.0,1,1,0.6637121040063336,0.6637121040063336,-0.001596146940574532,0.001596146940574532,0.0
20.0,1,2,0.6637121040063336,0.7053563675545194,-5.157877306476264e-07,5.157877306476264e-07,0.041644263548185734
20.0,1,3,0.6637121040063336,0.7550432573166097,0.00027838939417197374,0.00027838939417197374,0.09133115331027608
20.0,1,4,0.6637121040063336,0.8154843709150092,3.9667818558993955e-06,3.9667818558993955e-06,0.15177226690867562
20.0,1,5,0.6637121040063336,0.8975283252430986,-0.001690239143455913,0.001690239143455913,0.23381622123676493
20.0,1,6,0.6637121040063336,1.0047339895267675,-1.2488976363540292e-06,1.2488976363540292e-06,0.3410218855204339
20.0,1,7,0.6637121040063336,1.132858287749009,0.0009340264609340613,0.0009340264609340613,0.46914618374267536
20.0,1,8,0.6637121040063336,1.2780200925266758,6.645555211736766e-06,6.645555211736766e-06,0.6143079885203422
20.0,2,1,0.7053563675545194,0.6637121040063336,-5.157877306476209e-07,5.157877306476209e-07,0.041644263548185734
20.0,2,2,0.7053563675545194,0.7053563675545194,-0.0019250942341956406,0.0019250942341956406,0.0
20.0,2,3,0.7053563675545194,0.7550432573166097,5.98712247368478e-06,5.98712247368478e-06,0.04968688976209035
20.0,2,4,0.7053563675545194,0.8154843709150092,-0.001844625369807821,0.001844625369807821,0.11012800336048989
20.0,2,5,0.7053563675545194,0.8975283252430986,3.928239586850177e-06,3.928239586850177e-06,0.1921719576885792
20.0,2,6,0.7053563675545194,1.0047339895267675,-0.003136347274333721,0.003136347274333721,0.29937762197224815
20.0,2,7,0.7053563675545194,1.132858287749009,8.149022661165233e-06,8.149022661165233e-06,0.4275019201944896
20.0,2,8,0.7053563675545194,1.2780200925266758,-6.279724188026663e-05,6.279724188026663e-05,0.5726637249721565
20.0,3,1,0.7550432573166097,0.6637121040063336,0.0002783893941719737,0.0002783893941719737,0.09133115331027608
20.0,3,2,0.7550432573166097,0.7053563675545194,5.987122473684845e-06,5.987122473684845e-06,0.04968688976209035
20.0,3,3,0.7550432573166097,0.7550432573166097,0.00034976976306774505,0.00034976976306774505,0.0
20.0,3,4,0.7550432573166097,0.8154843709150092,-7.444392355439152e-06,7.444392355439152e-06,0.06044111359839954
20.0,3,5,0.7550432573166097,0.8975283252430986,0.003603109661075838,0.003603109661075838,0.14248506792648885
20.0,3,6,0.7550432573166097,1.0047339895267675,4.4088213753050345e-06,4.4088213753050345e-06,0.2496907322101578
20.0,3,7,0.7550432573166097,1.132858287749009,-0.002201956821202272,0.002201956821202272,0.3778150304323993
20.0,3,8,0.7550432573166097,1.2780200925266758,-1.5360062733252135e-05,1.5360062733252135e-05,0.5229768352100661
20.0,4,1,0.8154843709150092,0.6637121040063336,3.9667818558994175e-06,3.9667818558994175e-06,0.15177226690867562
20.0,4,2,0.8154843709150092,0.7053563675545194,-0.001844625369807821,0.001844625369807821,0.11012800336048989
20.0,4,3,0.8154843709150092,0.7550432573166097,-7.444392355439112e-06,7.444392355439112e-06,0.06044111359839954
20.0,4,4,0.8154843709150092,0.8154843709150092,0.0021037180097759974,0.0021037180097759974,0.0
20.0,4,5,0.8154843709150092,0.8975283252430986,5.754059434259697e-06,5.754059434259697e-06,0.08204395432808931
20.0,4,6,0.8154843709150092,1.0047339895267675,0.0023530287485067133,0.0023530287485067133,0.18924961861175826
20.0,4,7,0.8154843709150092,1.132858287749009,-1.168911307417683e-05,1.168911307417683e-05,0.31737391683399974
20.0,4,8,0.8154843709150092,1.2780200925266758,-0.00010899365268740088,0.00010899365268740088,0.46253572161166656
20.0,5,1,0.8975283252430986,0.6637121040063336,-0.001690239143455913,0.001690239143455913,0.23381622123676493
20.0,5,2,0.8975283252430986,0.7053563675545194,3.928239586850129e-06,3.928239586850129e-06,0.1921719576885792
20.0,5,3,0.8975283252430986,0.7550432573166097,0.003603109661075838,0.003603109661075838,0.14248506792648885
20.0,5,4,0.8975283252430986,0.8154843709150092,5.7540594342597246e-06,5.7540594342597246e-06,0.08204395432808931
20.0,5,5,0.8975283252430986,0.8975283252430986,0.0006038737907057401,0.0006038737907057401,0.0
20.0,5,6,0.8975283252430986,1.0047339895267675,1.0731115322994502e-05,1.0731115322994502e-05,0.10720566428366896
20.0,5,7,0.8975283252430986,1.132858287749009,-0.00011222361855219979,0.00011222361855219979,0.23532996250591043
20.0,5,8,0.8975283252430986,1.2780200925266758,-3.0260112868457865e-06,3.0260112868457865e-06,0.38049176728357725
20.0,6,1,1.0047339895267675,0.6637121040063336,-1.2488976363539875e-06,1.2488976363539875e-06,0.3410218855204339
20.0,6,2,1.0047339895267675,0.7053563675545194,-0.003136347274333721,0.003136347274333721,0.29937762197224815
20.0,6,3,1.0047339895267675,0.7550432573166097,4.408821375305162e-06,4.408821375305162e-06,0.2496907322101578
20.0,6,4,1.0047339895267675,0.8154843709150092,0.0023530287485067133,0.0023530287485067133,0.18924961861175826
20.0,6,5,1.0047339895267675,0.8975283252430986,1.0731115322994502e-05,1.0731115322994502e-05,0.10720566428366896
20.0,6,6,1.0047339895267675,1.0047339895267675,-0.001652561379794524,0.001652561379794524,0.0
20.0,6,7,1.0047339895267675,1.132858287749009,-1.7183317476772374e-06,1.7183317476772374e-06,0.12812429822224147
20.0,6,8,1.0047339895267675,1.2780200925266758,0.00017938703524031987,0.00017938703524031987,0.2732861029999083
20.0,7,1,1.132858287749009,0.6637121040063336,0.0009340264609340612,0.0009340264609340612,0.46914618374267536
20.0,7,2,1.132858287749009,0.7053563675545194,8.149022661165244e-06,8.149022661165244e-06,0.4275019201944896
20.0,7,3,1.132858287749009,0.7550432573166097,-0.0022019568212022726,0.0022019568212022726,0.3778150304323993
20.0,7,4,1.132858287749009,0.8154843709150092,-1.1689113074176786e-05,1.1689113074176786e-05,0.31737391683399974
20.0,7,5,1.132858287749009,0.8975283252430986,-0.0001122236185521998,0.0001122236185521998,0.23532996250591043
20.0,7,6,1.132858287749009,1.0047339895267675,-1.7183317476772602e-06,1.7183317476772602e-06,0.12812429822224147
20.0,7,7,1.132858287749009,1.132858287749009,-0.0019028164079401355,0.0019028164079401355,0.0
20.0,7,8,1.132858287749009,1.2780200925266758,-1.0498492041835355e-05,1.0498492041835355e-05,0.14516180477766683
20.0,8,1,1.2780200925266758,0.6637121040063336,6.645555211736776e-06,6.645555211736776e-06,0.6143079885203422
20.0,8,2,1.2780200925266758,0.7053563675545194,-6.279724188026662e-05,6.279724188026662e-05,0.5726637249721565
20.0,8,3,1.2780200925266758,0.7550432573166097,-1.5360062733252216e-05,1.5360062733252216e-05,0.5229768352100661
20.0,8,4,1.2780200925266758,0.8154843709150092,-0.00010899365268740101,0.00010899365268740101,0.46253572161166656
20.0,8,5,1.2780200925266758,0.8975283252430986,-3.0260112868458094e-06,3.0260112868458094e-06,0.38049176728357725
20.0,8,6,1.2780200925266758,1.0047339895267675,0.00017938703524031987,0.00017938703524031987,0.2732861029999083
20.0,8,7,1.2780200925266758,1.132858287749009,-1.0498492041835522e-05,1.0498492041835522e-05,0.14516180477766683
20.0,8,8,1.2780200925266758,1.2780200925266758,-0.00032852516632891573,0.00032852516632891573,0.0
